,state_change_user_id,state_change_date,state,type,use,code,address_id,total_area
0,1,2022-11-22 23:53:14.454459+00:00,1,2,1,A6N-13N-62-O1,A6N-13N-62-O1,79
1,1,2022-11-22 23:53:14.454483+00:00,1,9,0,A6N-13N-62-S101,A6N-13N-62-S101,55
2,1,2022-11-22 23:53:14.454495+00:00,1,9,0,A6N-13N-62-S102,A6N-13N-62-S102,45
3,1,2022-11-22 23:53:14.454504+00:00,1,9,0,A6N-13N-62-S103,A6N-13N-62-S103,31
4,1,2022-11-22 23:53:14.454513+00:00,1,9,0,A6N-13N-62-S104,A6N-13N-62-S104,40
5,1,2022-11-22 23:53:14.454522+00:00,1,9,0,A6N-13N-62-S105,A6N-13N-62-S105,40
6,1,2022-11-22 23:53:14.454530+00:00,1,9,0,A6N-13N-62-S106,A6N-13N-62-S106,52
7,1,2022-11-22 23:53:14.454538+00:00,1,9,0,A6N-13N-62-S107,A6N-13N-62-S107,46
8,1,2022-11-22 23:53:14.454546+00:00,1,9,0,A6N-13N-62-S108,A6N-13N-62-S108,45
9,1,2022-11-22 23:53:14.454554+00:00,1,9,0,A6N-13N-62-S109,A6N-13N-62-S109,45
10,1,2022-11-22 23:53:14.454561+00:00,1,9,0,A6N-13N-62-S110,A6N-13N-62-S110,44
11,1,2022-11-22 23:53:14.454569+00:00,1,9,0,A6N-13N-62-S111,A6N-13N-62-S111,43
12,1,2022-11-22 23:53:14.454577+00:00,1,9,0,A6N-13N-62-S112,A6N-13N-62-S112,43
13,1,2022-11-22 23:53:14.454584+00:00,1,9,0,A6N-13N-62-S114,A6N-13N-62-S114,41
14,1,2022-11-22 23:53:14.454592+00:00,1,9,0,A6N-13N-62-S201,A6N-13N-62-S201,35
15,1,2022-11-22 23:53:14.454600+00:00,1,9,0,A6N-13N-62-S202,A6N-13N-62-S202,28
16,1,2022-11-22 23:53:14.454608+00:00,1,9,0,A6N-13N-62-S203,A6N-13N-62-S203,23
17,1,2022-11-22 23:53:14.454615+00:00,1,9,0,A6N-13N-62-S204,A6N-13N-62-S204,25
18,1,2022-11-22 23:53:14.454623+00:00,1,9,0,A6N-13N-62-S205,A6N-13N-62-S205,28
19,1,2022-11-22 23:53:14.454631+00:00,1,9,0,A6N-13N-62-S206,A6N-13N-62-S206,34
20,1,2022-11-22 23:53:14.454639+00:00,1,9,0,A6N-13N-62-S207,A6N-13N-62-S207,34
21,1,2022-11-22 23:53:14.454646+00:00,1,9,0,A6N-13N-62-S208,A6N-13N-62-S208,34
22,1,2022-11-22 23:53:14.454654+00:00,1,9,0,A6N-13N-62-S209,A6N-13N-62-S209,34
23,1,2022-11-22 23:53:14.454662+00:00,1,9,0,A6N-13N-62-S210,A6N-13N-62-S210,34
24,1,2022-11-22 23:53:14.454670+00:00,1,9,0,A6N-13N-62-S211,A6N-13N-62-S211,34
25,1,2022-11-22 23:53:14.454677+00:00,1,9,0,A6N-13N-62-S212,A6N-13N-62-S212,35
26,1,2022-11-22 23:53:14.454685+00:00,1,9,0,A6N-13N-62-S214,A6N-13N-62-S214,36
27,1,2022-11-22 23:53:14.454693+00:00,1,9,0,A6N-13N-62-S215,A6N-13N-62-S215,2
28,1,2022-11-22 23:53:14.454701+00:00,1,9,0,A6N-13N-62-S216,A6N-13N-62-S216,36
29,1,2022-11-22 23:53:14.454708+00:00,1,9,0,A6N-13N-62-S217,A6N-13N-62-S217,40
30,1,2022-11-22 23:53:14.454716+00:00,1,9,0,A6N-13N-62-S218,A6N-13N-62-S218,33
31,1,2022-11-22 23:53:14.454724+00:00,1,9,0,A6N-13N-62-S219,A6N-13N-62-S219,41
32,1,2022-11-22 23:53:14.454732+00:00,1,9,0,A6N-13N-62-S220,A6N-13N-62-S220,32
33,1,2022-11-22 23:53:14.454740+00:00,1,9,0,A6N-13N-62-S221,A6N-13N-62-S221,30
34,1,2022-11-22 23:53:14.454747+00:00,1,9,0,A6N-13N-62-S222,A6N-13N-62-S222,31
35,1,2022-11-22 23:53:14.454755+00:00,1,9,0,A6N-13N-62-S301,A6N-13N-62-S301,35
36,1,2022-11-22 23:53:14.454762+00:00,1,9,0,A6N-13N-62-S302,A6N-13N-62-S302,28
37,1,2022-11-22 23:53:14.454770+00:00,1,9,0,A6N-13N-62-S303,A6N-13N-62-S303,23
