,state_change_user_id,state_change_date,state,code,accountable_id,transaction_type_id,date,value,value_relation_id
0,1,2022-11-02 15:32:15.267550+00:00,1,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-01-01,530000,15
1,1,2022-11-02 15:32:15.267590+00:00,1,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-02-01,530000,15
2,1,2022-11-02 15:32:15.267613+00:00,1,Canon Mensual Arriendo Inmueble^2022-03-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-03-01,530000,15
3,1,2022-11-02 15:32:15.267633+00:00,1,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-04-01,530000,15
4,1,2022-11-02 15:32:15.267652+00:00,1,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-05-01,530000,15
5,1,2022-11-02 15:32:15.267670+00:00,1,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-06-01,530000,15
6,1,2022-11-02 15:32:15.267688+00:00,1,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-07-01,530000,15
7,1,2022-11-02 15:32:15.267706+00:00,1,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-08-01,530000,15
8,1,2022-11-02 15:32:15.267724+00:00,1,Canon Mensual Arriendo Inmueble^2022-09-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-09-01,590000,16
9,1,2022-11-02 15:32:15.267742+00:00,1,Canon Mensual Arriendo Inmueble^2022-10-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-10-01,590000,16
10,1,2022-11-02 15:32:15.267760+00:00,1,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-01-01,1065000,1
11,1,2022-11-02 15:32:15.267778+00:00,1,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-02-01,1065000,1
12,1,2022-11-02 15:32:15.267796+00:00,1,Canon Mensual Arriendo Inmueble^2022-03-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-03-01,1065000,1
13,1,2022-11-02 15:32:15.267832+00:00,1,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-04-01,1065000,1
14,1,2022-11-02 15:32:15.267855+00:00,1,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-05-01,1065000,1
15,1,2022-11-02 15:32:15.267874+00:00,1,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-06-01,1065000,1
16,1,2022-11-02 15:32:15.267893+00:00,1,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-07-01,1065000,1
17,1,2022-11-02 15:32:15.267912+00:00,1,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-08-01,1065000,1
18,1,2022-11-02 15:32:15.267930+00:00,1,Canon Mensual Arriendo Inmueble^2022-09-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-09-01,1065000,1
