,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-12-13 20:52:05.936734+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-12-13 20:52:05.936773+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-12-13 20:52:05.936794+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-12-13 20:52:05.936812+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,5,1,2022-12-13 20:52:05.936829+00:00,1,A6N-13N-62-S102^2021-10-01,2022-10-01,993000
5,6,3,2022-12-13 20:52:05.936845+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
6,7,3,2022-12-13 20:52:05.936861+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,790000
7,8,3,2022-12-13 20:52:05.936878+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
8,9,3,2022-12-13 20:52:05.936895+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
9,10,3,2022-12-13 20:52:05.936911+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
10,11,3,2022-12-13 20:52:05.936928+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,925000
11,12,3,2022-12-13 20:52:05.936944+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
12,13,3,2022-12-13 20:52:05.936960+00:00,1,A6N-13N-62-S108^2016-12-01,2022-12-01,674000
13,14,3,2022-12-13 20:52:05.936975+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
14,15,3,2022-12-13 20:52:05.936991+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
15,16,3,2022-12-13 20:52:05.937007+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
16,17,3,2022-12-13 20:52:05.937022+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
17,18,3,2022-12-13 20:52:05.937038+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
18,19,3,2022-12-13 20:52:05.937054+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
19,20,3,2022-12-13 20:52:05.937069+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
20,21,3,2022-12-13 20:52:05.937085+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
21,22,3,2022-12-13 20:52:05.937100+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
22,23,3,2022-12-13 20:52:05.937116+00:00,1,A6N-13N-62-S114^2021-09-01,2021-09-01,530000
23,24,3,2022-12-13 20:52:05.937131+00:00,1,A6N-13N-62-S114^2021-09-01,2022-09-01,580000
24,25,3,2022-12-13 20:52:05.937146+00:00,1,A6N-13N-62-S201^2021-10-01,2021-10-01,830000
25,26,3,2022-12-13 20:52:05.937162+00:00,1,A6N-13N-62-S202^2021-10-01,2021-10-01,700000
26,27,3,2022-12-13 20:52:05.937177+00:00,1,A6N-13N-62-S203^2020-10-01,2021-10-01,620000
27,28,3,2022-12-13 20:52:05.937193+00:00,1,A6N-13N-62-S203^2022-04-01,2022-04-01,700000
28,29,3,2022-12-13 20:52:05.937209+00:00,1,A6N-13N-62-S204^2021-09-01,2021-09-01,650000
29,30,3,2022-12-13 20:52:05.937224+00:00,1,A6N-13N-62-S204^2021-09-01,2022-09-01,686500
30,31,3,2022-12-13 20:52:05.937240+00:00,1,A6N-13N-62-S205^2020-08-01,2021-08-01,750000
31,32,3,2022-12-13 20:52:05.937255+00:00,1,A6N-13N-62-S205^2020-08-01,2022-08-01,800000
32,33,3,2022-12-13 20:52:05.937270+00:00,1,A6N-13N-62-S207^2004-03-01,2021-03-01,485000
33,34,3,2022-12-13 20:52:05.937286+00:00,1,A6N-13N-62-S207^2004-03-01,2022-03-01,497000
34,35,3,2022-12-13 20:52:05.937303+00:00,1,A6N-13N-62-S208^2021-10-01,2021-10-01,390000
35,36,1,2022-12-13 20:52:05.937319+00:00,1,A6N-13N-62-S208^2021-10-01,2022-10-01,415000
36,37,3,2022-12-13 20:52:05.937335+00:00,1,A6N-13N-62-S209^2006-03-21,2021-03-21,465000
37,38,3,2022-12-13 20:52:05.937352+00:00,1,A6N-13N-62-S209^2006-03-21,2022-03-21,476000
38,39,3,2022-12-13 20:52:05.937367+00:00,1,A6N-13N-62-S210^2017-03-20,2021-03-20,478000
39,40,3,2022-12-13 20:52:05.937383+00:00,1,A6N-13N-62-S211^2017-03-08,2021-03-08,467000
40,41,3,2022-12-13 20:52:05.937398+00:00,1,A6N-13N-62-S211^2017-03-08,2022-02-08,478000
41,42,3,2022-12-13 20:52:05.937414+00:00,1,A6N-13N-62-S211^2017-03-08,2022-03-08,478000
42,43,3,2022-12-13 20:52:05.937430+00:00,1,A6N-13N-62-S212^2011-09-01,2021-09-01,583000
43,44,3,2022-12-13 20:52:05.937445+00:00,1,A6N-13N-62-S212^2011-09-01,2022-09-01,650000
44,45,3,2022-12-13 20:52:05.937461+00:00,1,A6N-13N-62-S214^2018-10-01,2021-10-01,467000
45,46,1,2022-12-13 20:52:05.937477+00:00,1,A6N-13N-62-S214^2018-10-01,2022-10-01,493000
46,47,3,2022-12-13 20:52:05.937492+00:00,1,A6N-13N-62-S217^2018-12-01,2020-12-01,472000
47,48,3,2022-12-13 20:52:05.937508+00:00,1,A6N-13N-62-S217^2018-12-01,2021-12-01,496000
48,49,3,2022-12-13 20:52:05.937524+00:00,1,A6N-13N-62-S217^2018-12-01,2022-12-01,524000
49,50,3,2022-12-13 20:52:05.937540+00:00,1,A6N-13N-62-S219^2004-02-09,2021-02-09,468000
50,51,3,2022-12-13 20:52:05.937556+00:00,1,A6N-13N-62-S219^2004-02-09,2022-02-09,468000
51,52,3,2022-12-13 20:52:05.937571+00:00,1,A6N-13N-62-S219^2004-02-09,2022-03-09,480000
52,53,3,2022-12-13 20:52:05.937587+00:00,1,A6N-13N-62-S221^2018-06-15,2021-06-15,342000
53,54,3,2022-12-13 20:52:05.937602+00:00,1,A6N-13N-62-S221^2018-06-15,2022-06-15,370000
54,55,3,2022-12-13 20:52:05.937618+00:00,1,A6N-13N-62-S222^2022-06-01,2022-06-01,570000
55,56,3,2022-12-13 20:52:05.937633+00:00,1,A6N-13N-62-S301^2021-08-01,2021-08-01,830000
56,57,3,2022-12-13 20:52:05.937648+00:00,1,A6N-13N-62-S302^2021-08-01,2021-08-01,700000
57,58,3,2022-12-13 20:52:05.937664+00:00,1,A6N-13N-62-S302^2021-08-01,2022-08-01,780000
58,59,3,2022-12-13 20:52:05.937680+00:00,1,A6N-13N-62-S303^2022-03-01,2022-03-01,700000
59,60,3,2022-12-13 20:52:05.937713+00:00,1,A6N-13N-62-S304^2022-04-01,2022-04-01,700000
60,61,3,2022-12-13 20:52:05.937734+00:00,1,A6N-13N-62-S305^2021-02-01,2021-02-01,750000
61,62,3,2022-12-13 20:52:05.937751+00:00,1,A6N-13N-62-S305^2021-02-01,2022-02-01,785000
62,63,3,2022-12-13 20:52:05.937767+00:00,1,A6N-13N-62-S306^2018-06-01,2021-06-01,458000
63,64,3,2022-12-13 20:52:05.937783+00:00,1,A6N-13N-62-S306^2018-06-01,2022-06-01,458000
64,65,3,2022-12-13 20:52:05.937799+00:00,1,A6N-13N-62-S308^2022-03-01,2022-03-01,390000
65,66,3,2022-12-13 20:52:05.937815+00:00,1,A6N-13N-62-S308^2022-07-01,2022-07-01,390000
66,67,3,2022-12-13 20:52:05.937831+00:00,1,A6N-13N-62-S309^2022-03-01,2022-03-01,390000
67,68,3,2022-12-13 20:52:05.937847+00:00,1,A6N-13N-62-S310^2021-12-01,2021-12-01,390000
68,69,3,2022-12-13 20:52:05.937863+00:00,1,A6N-13N-62-S310^2022-07-01,2022-07-01,390000
69,70,3,2022-12-13 20:52:05.937879+00:00,1,A6N-13N-62-S311^2021-11-01,2021-11-01,390000
70,71,1,2022-12-13 20:52:05.937896+00:00,1,A6N-13N-62-S311^2021-11-01,2022-11-01,415000
71,72,3,2022-12-13 20:52:05.937912+00:00,1,A6N-13N-62-S312^2017-06-01,2021-06-01,490000
72,73,3,2022-12-13 20:52:05.937928+00:00,1,A6N-13N-62-S312^2017-06-01,2022-06-01,530000
73,74,3,2022-12-13 20:52:05.937944+00:00,1,A6N-13N-62-S314^2019-06-01,2021-06-01,455000
74,75,3,2022-12-13 20:52:05.937960+00:00,1,A6N-13N-62-S314^2019-06-01,2022-06-01,500000
75,76,3,2022-12-13 20:52:05.937976+00:00,1,A6N-13N-62-S315^2019-08-01,2021-08-01,310000
76,77,3,2022-12-13 20:52:05.937991+00:00,1,A6N-13N-62-S317^2022-06-01,2022-06-01,390000
77,78,3,2022-12-13 20:52:05.938007+00:00,1,A6N-13N-62-S318^2021-08-01,2021-08-01,290000
78,79,3,2022-12-13 20:52:05.938023+00:00,1,A6N-13N-62-S318^2021-08-01,2022-08-01,323000
79,80,3,2022-12-13 20:52:05.938039+00:00,1,A6N-13N-62-S319^2021-08-01,2021-08-01,470000
80,81,3,2022-12-13 20:52:05.938055+00:00,1,A6N-13N-62-S319^2021-08-01,2022-08-01,524000
81,82,3,2022-12-13 20:52:05.938070+00:00,1,A6N-13N-62-S321^1996-08-13,2021-08-13,347000
82,83,3,2022-12-13 20:52:05.938086+00:00,1,A6N-13N-62-S321^1996-08-13,2022-08-13,372000
83,84,3,2022-12-13 20:52:05.938102+00:00,1,A6N-13N-62-S322^2021-01-01,2022-01-01,480000
84,85,3,2022-12-13 20:52:05.938118+00:00,1,A6N-13N-66^2019-04-01,2021-04-01,730000
85,86,3,2022-12-13 20:52:05.938134+00:00,1,A6N-13N-66^2019-04-01,2022-04-01,790000
86,87,3,2022-12-13 20:52:05.938150+00:00,1,A6N-13N-68^1999-02-01,2021-02-01,2600000
87,88,3,2022-12-13 20:52:05.938165+00:00,1,A6N-13N-68^1999-02-01,2022-02-01,2720000
88,89,1,2022-12-13 20:52:05.938181+00:00,1,A6N-13N-62-S301^2022-10-01,2022-10-01,890000
89,90,1,2022-12-13 20:52:05.938196+00:00,1,A6N-13N-62-S202^2022-10-01,2022-10-01,700000
