,state_change_user_id,state_change_date,state,type,use,code,address_id,total_area
0,1,2022-08-29 22:01:35.092912+00:00,1,2,1,A6N-13N-62-O1,A6N-13N-62-O1,79
1,1,2022-08-29 22:01:35.092937+00:00,1,9,0,A6N-13N-62-S101,A6N-13N-62-S101,55
2,1,2022-08-29 22:01:35.092948+00:00,1,9,0,A6N-13N-62-S102,A6N-13N-62-S102,45
3,1,2022-08-29 22:01:35.092956+00:00,1,9,0,A6N-13N-62-S103,A6N-13N-62-S103,31
4,1,2022-08-29 22:01:35.092964+00:00,1,9,0,A6N-13N-62-S104,A6N-13N-62-S104,40
5,1,2022-08-29 22:01:35.092973+00:00,1,9,0,A6N-13N-62-S105,A6N-13N-62-S105,40
6,1,2022-08-29 22:01:35.092981+00:00,1,9,0,A6N-13N-62-S106,A6N-13N-62-S106,52
7,1,2022-08-29 22:01:35.092989+00:00,1,9,0,A6N-13N-62-S107,A6N-13N-62-S107,46
8,1,2022-08-29 22:01:35.092996+00:00,1,9,0,A6N-13N-62-S108,A6N-13N-62-S108,45
9,1,2022-08-29 22:01:35.093004+00:00,1,9,0,A6N-13N-62-S109,A6N-13N-62-S109,45
10,1,2022-08-29 22:01:35.093012+00:00,1,9,0,A6N-13N-62-S110,A6N-13N-62-S110,44
11,1,2022-08-29 22:01:35.093020+00:00,1,9,0,A6N-13N-62-S111,A6N-13N-62-S111,43
12,1,2022-08-29 22:01:35.093028+00:00,1,9,0,A6N-13N-62-S112,A6N-13N-62-S112,43
13,1,2022-08-29 22:01:35.093036+00:00,1,9,0,A6N-13N-62-S114,A6N-13N-62-S114,41
14,1,2022-08-29 22:01:35.093044+00:00,1,9,0,A6N-13N-62-S201,A6N-13N-62-S201,35
15,1,2022-08-29 22:01:35.093051+00:00,1,9,0,A6N-13N-62-S202,A6N-13N-62-S202,28
16,1,2022-08-29 22:01:35.093059+00:00,1,9,0,A6N-13N-62-S203,A6N-13N-62-S203,23
17,1,2022-08-29 22:01:35.093067+00:00,1,9,0,A6N-13N-62-S204,A6N-13N-62-S204,25
18,1,2022-08-29 22:01:35.093074+00:00,1,9,0,A6N-13N-62-S205,A6N-13N-62-S205,28
19,1,2022-08-29 22:01:35.093082+00:00,1,9,0,A6N-13N-62-S206,A6N-13N-62-S206,34
20,1,2022-08-29 22:01:35.093090+00:00,1,9,0,A6N-13N-62-S207,A6N-13N-62-S207,34
