,state_change_user_id,state_change_date,state,code,accountable_id,transaction_type_id,date,value,registered
0,1,2022-10-12 17:45:17.643384+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-01-01,1065000,True
1,1,2022-10-12 17:45:17.729195+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-02-01,1065000,True
2,1,2022-10-12 17:45:17.825537+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-03-01,1065000,True
3,1,2022-10-12 17:45:17.923991+00:00,1,Facturacion Arriendo sin IVA^2022-04-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-04-01,1065000,True
4,1,2022-10-12 17:45:18.022076+00:00,1,Facturacion Arriendo sin IVA^2022-05-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-05-01,1065000,True
5,1,2022-10-12 17:45:18.098310+00:00,1,Facturacion Arriendo sin IVA^2022-06-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-06-01,1065000,True
6,1,2022-10-12 17:45:18.172036+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-07-01,1065000,True
7,1,2022-10-12 17:45:18.275763+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-08-01,1065000,True
8,1,2022-10-12 17:45:18.359154+00:00,1,Facturacion Arriendo sin IVA^2022-09-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-09-01,1065000,True
9,1,2022-10-12 17:45:18.431329+00:00,1,Facturacion Arriendo sin IVA^2022-10-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-10-01,1065000,True
10,1,2022-10-12 17:45:18.505234+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-01-01,1100000,True
