,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-10-06 15:30:51.822732+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-10-06 15:30:51.822770+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-10-06 15:30:51.822789+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-10-06 15:30:51.822806+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,6,3,2022-10-06 15:30:51.822822+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
5,7,3,2022-10-06 15:30:51.822837+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,840000
6,8,3,2022-10-06 15:30:51.822853+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
7,9,3,2022-10-06 15:30:51.822868+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
8,10,3,2022-10-06 15:30:51.822883+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
9,11,3,2022-10-06 15:30:51.822898+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,890000
10,12,3,2022-10-06 15:30:51.822913+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
11,13,3,2022-10-06 15:30:51.822928+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
12,14,3,2022-10-06 15:30:51.822944+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
13,15,3,2022-10-06 15:30:51.822960+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
14,16,3,2022-10-06 15:30:51.822975+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
15,17,3,2022-10-06 15:30:51.822990+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
16,18,3,2022-10-06 15:30:51.823005+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
17,19,3,2022-10-06 15:30:51.823020+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
18,20,3,2022-10-06 15:30:51.823035+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
19,21,3,2022-10-06 15:30:51.823050+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
20,22,3,2022-10-06 15:30:51.823064+00:00,1,A6N-13N-62-S114^2021-09-01,2021-09-01,530000
21,23,3,2022-10-06 15:30:51.823079+00:00,1,A6N-13N-62-S114^2021-09-01,2022-09-01,590000
22,24,3,2022-10-06 15:30:51.823094+00:00,1,A6N-13N-62-S201^2021-10-01,2021-10-01,830000
23,26,3,2022-10-06 15:30:51.823108+00:00,1,A6N-13N-62-S202^2021-10-01,2021-10-01,700000
24,28,3,2022-10-06 15:30:51.823123+00:00,1,A6N-13N-62-S203^2020-10-01,2021-10-01,620000
25,29,3,2022-10-06 15:30:51.823137+00:00,1,A6N-13N-62-S203^2022-04-01,2022-04-01,700000
26,30,3,2022-10-06 15:30:51.823152+00:00,1,A6N-13N-62-S204^2021-09-01,2021-09-01,650000
27,31,3,2022-10-06 15:30:51.823167+00:00,1,A6N-13N-62-S204^2021-09-01,2022-09-01,720000
28,32,3,2022-10-06 15:30:51.823197+00:00,1,A6N-13N-62-S205^2020-08-01,2021-08-01,750000
29,33,3,2022-10-06 15:30:51.823219+00:00,1,A6N-13N-62-S205^2020-08-01,2022-08-01,830000
30,34,3,2022-10-06 15:30:51.823236+00:00,1,A6N-13N-62-S207^2004-03-01,2021-03-01,485000
31,35,3,2022-10-06 15:30:51.823251+00:00,1,A6N-13N-62-S207^2004-03-01,2022-03-01,497000
32,36,3,2022-10-06 15:30:51.823267+00:00,1,A6N-13N-62-S208^2021-10-01,2021-10-01,390000
33,38,3,2022-10-06 15:30:51.823282+00:00,1,A6N-13N-62-S209^2006-03-21,2021-03-21,465000
34,39,3,2022-10-06 15:30:51.823297+00:00,1,A6N-13N-62-S209^2006-03-21,2022-03-21,476000
35,40,3,2022-10-06 15:30:51.823312+00:00,1,A6N-13N-62-S210^2017-03-20,2021-03-20,478000
36,41,3,2022-10-06 15:30:51.823328+00:00,1,A6N-13N-62-S211^2017-03-08,2021-03-08,467000
37,42,3,2022-10-06 15:30:51.823344+00:00,1,A6N-13N-62-S211^2017-03-08,2022-03-08,478000
38,43,3,2022-10-06 15:30:51.823360+00:00,1,A6N-13N-62-S212^2011-09-01,2021-09-01,467000
39,44,3,2022-10-06 15:30:51.823375+00:00,1,A6N-13N-62-S212^2011-09-01,2022-09-01,650000
40,45,3,2022-10-06 15:30:51.823390+00:00,1,A6N-13N-62-S214^2018-10-01,2021-10-01,467000
