,id,state_change_user_id,state_change_date,state,realty_id,estate_id,percentage
0,1,1,2022-08-24 22:17:43.143458+00:00,1,A6N-13N-62-O1,760010100020700370004000000004,100.0000
1,2,1,2022-08-24 22:17:43.143506+00:00,1,A6N-13N-62-S101,760010100020700370004000000004,100.0000
2,3,1,2022-08-24 22:17:43.143519+00:00,1,A6N-13N-62-S102,760010100020700370004000000004,100.0000
3,4,1,2022-08-24 22:17:43.143530+00:00,1,A6N-13N-62-S103,760010100020700370004000000004,100.0000
4,5,1,2022-08-24 22:17:43.143541+00:00,1,A6N-13N-62-S104,760010100020700370004000000004,100.0000
5,6,1,2022-08-24 22:17:43.143551+00:00,1,A6N-13N-62-S105,760010100020700370004000000004,100.0000
6,7,1,2022-08-24 22:17:43.143561+00:00,1,A6N-13N-62-S106,760010100020700370004000000004,100.0000
7,8,1,2022-08-24 22:17:43.143570+00:00,1,A6N-13N-62-S107,760010100020700370004000000004,100.0000
8,9,1,2022-08-24 22:17:43.143579+00:00,1,A6N-13N-62-S108,760010100020700370004000000004,100.0000
9,10,1,2022-08-24 22:17:43.143589+00:00,1,A6N-13N-62-S109,760010100020700370004000000004,100.0000
10,11,1,2022-08-24 22:17:43.143598+00:00,1,A6N-13N-62-S110,760010100020700370004000000004,100.0000
11,12,1,2022-08-24 22:17:43.143607+00:00,1,A6N-13N-62-S111,760010100020700370004000000004,100.0000
12,13,1,2022-08-24 22:17:43.143616+00:00,1,A6N-13N-62-S112,760010100020700370004000000004,100.0000
13,14,1,2022-08-24 22:17:43.143719+00:00,1,A6N-13N-62-S114,760010100020700370004000000004,100.0000
14,15,1,2022-08-24 22:17:43.143737+00:00,1,A6N-13N-62-S201,760010100020700370004000000004,100.0000
15,16,1,2022-08-24 22:17:43.143747+00:00,1,A6N-13N-62-S202,760010100020700370004000000004,100.0000
16,17,1,2022-08-24 22:17:43.143756+00:00,1,A6N-13N-62-S203,760010100020700370004000000004,100.0000
17,18,1,2022-08-24 22:17:43.143766+00:00,1,A6N-13N-62-S204,760010100020700370004000000004,100.0000
18,19,1,2022-08-24 22:17:43.143775+00:00,1,A6N-13N-62-S205,760010100020700370004000000004,100.0000
19,20,1,2022-08-24 22:17:43.143784+00:00,1,A6N-13N-62-S206,760010100020700370004000000004,100.0000
20,21,1,2022-08-24 22:17:43.143794+00:00,1,A6N-13N-62-S207,760010100020700370004000000004,100.0000
21,22,1,2022-08-24 22:17:43.143803+00:00,1,A6N-13N-62-S208,760010100020700370004000000004,100.0000
22,23,1,2022-08-24 22:17:43.143812+00:00,1,A6N-13N-62-S209,760010100020700370004000000004,100.0000
23,24,1,2022-08-24 22:17:43.143821+00:00,1,A6N-13N-62-S210,760010100020700370004000000004,100.0000
