,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-09-29 19:41:54.613324+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-09-29 19:41:54.613352+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-09-29 19:41:54.613363+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-09-29 19:41:54.613372+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,6,3,2022-09-29 19:41:54.613381+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
5,7,3,2022-09-29 19:41:54.613407+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,840000
6,8,3,2022-09-29 19:41:54.613419+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
7,9,3,2022-09-29 19:41:54.613429+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
8,10,3,2022-09-29 19:41:54.613437+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
9,11,3,2022-09-29 19:41:54.613445+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,890000
10,12,3,2022-09-29 19:41:54.613454+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
11,13,3,2022-09-29 19:41:54.613462+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
12,14,3,2022-09-29 19:41:54.613470+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
13,15,3,2022-09-29 19:41:54.613478+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
14,16,3,2022-09-29 19:41:54.613486+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
15,17,3,2022-09-29 19:41:54.613494+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
16,18,3,2022-09-29 19:41:54.613502+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
17,19,3,2022-09-29 19:41:54.613510+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
18,20,3,2022-09-29 19:41:54.613519+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
19,21,3,2022-09-29 19:41:54.613529+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
20,22,3,2022-09-29 19:41:54.613538+00:00,1,A6N-13N-62-S114^2021-09-01,2021-09-01,530000
21,23,3,2022-09-29 19:41:54.613547+00:00,1,A6N-13N-62-S114^2021-09-01,2022-09-01,590000
22,24,3,2022-09-29 19:41:54.613555+00:00,1,A6N-13N-62-S201^2021-10-01,2021-10-01,830000
23,26,3,2022-09-29 19:41:54.613563+00:00,1,A6N-13N-62-S202^2021-10-01,2021-10-01,700000
24,28,3,2022-09-29 19:41:54.613571+00:00,1,A6N-13N-62-S203^2020-10-01,2021-10-01,620000
25,29,3,2022-09-29 19:41:54.613579+00:00,1,A6N-13N-62-S203^2022-04-01,2022-04-01,700000
26,30,3,2022-09-29 19:41:54.613587+00:00,1,A6N-13N-62-S204^2021-09-01,2021-09-01,650000
27,31,3,2022-09-29 19:41:54.613595+00:00,1,A6N-13N-62-S204^2021-09-01,2022-09-01,720000
