,state_change_user_id,state_change_date,state,code,accountable_id,transaction_type_id,date,value
0,1,2022-10-06 15:30:53.165028+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-01-01,1065000
1,1,2022-10-06 15:30:53.165069+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-02-01,1065000
2,1,2022-10-06 15:30:53.165091+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-03-01,1065000
3,1,2022-10-06 15:30:53.165109+00:00,1,Facturacion Arriendo sin IVA^2022-04-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-04-01,1065000
4,1,2022-10-06 15:30:53.165126+00:00,1,Facturacion Arriendo sin IVA^2022-05-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-05-01,1065000
5,1,2022-10-06 15:30:53.165143+00:00,1,Facturacion Arriendo sin IVA^2022-06-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-06-01,1065000
6,1,2022-10-06 15:30:53.165160+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-07-01,1065000
7,1,2022-10-06 15:30:53.165176+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-08-01,1065000
8,1,2022-10-06 15:30:53.165193+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-01-01,1100000
9,1,2022-10-06 15:30:53.165209+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-02-01,1100000
