,state_change_user_id,state_change_date,state,code,accountable_id,transaction_type_id,date,value
0,1,2022-10-11 20:22:50.818801+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-01-01,1065000
1,1,2022-10-11 20:22:50.818842+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-02-01,1065000
2,1,2022-10-11 20:22:50.818863+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-03-01,1065000
3,1,2022-10-11 20:22:50.818881+00:00,1,Facturacion Arriendo sin IVA^2022-04-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-04-01,1065000
4,1,2022-10-11 20:22:50.818898+00:00,1,Facturacion Arriendo sin IVA^2022-05-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-05-01,1065000
5,1,2022-10-11 20:22:50.818915+00:00,1,Facturacion Arriendo sin IVA^2022-06-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-06-01,1065000
6,1,2022-10-11 20:22:50.818931+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-07-01,1065000
7,1,2022-10-11 20:22:50.818948+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-08-01,1065000
8,1,2022-10-11 20:22:50.818964+00:00,1,Facturacion Arriendo sin IVA^2022-09-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-09-01,1065000
9,1,2022-10-11 20:22:50.818980+00:00,1,Facturacion Arriendo sin IVA^2022-10-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Facturacion Arriendo sin IVA,2022-10-01,1065000
10,1,2022-10-11 20:22:50.818997+00:00,1,Facturacion Arriendo sin IVA^2022-01-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-01-01,1100000
11,1,2022-10-11 20:22:50.819013+00:00,1,Facturacion Arriendo sin IVA^2022-02-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-02-01,1100000
12,1,2022-10-11 20:22:50.819030+00:00,1,Facturacion Arriendo sin IVA^2022-03-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-03-01,1100000
13,1,2022-10-11 20:22:50.819046+00:00,1,Facturacion Arriendo sin IVA^2022-04-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-04-01,1190000
14,1,2022-10-11 20:22:50.819062+00:00,1,Facturacion Arriendo sin IVA^2022-05-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-05-01,1190000
15,1,2022-10-11 20:22:50.819078+00:00,1,Facturacion Arriendo sin IVA^2022-06-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-06-01,1190000
16,1,2022-10-11 20:22:50.819097+00:00,1,Facturacion Arriendo sin IVA^2022-07-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-07-01,1190000
17,1,2022-10-11 20:22:50.819115+00:00,1,Facturacion Arriendo sin IVA^2022-08-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-08-01,1190000
18,1,2022-10-11 20:22:50.819132+00:00,1,Facturacion Arriendo sin IVA^2022-09-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Facturacion Arriendo sin IVA,2022-09-01,1190000
