,state_change_user_id,state_change_date,state,code,subclass_id,accountable_ptr_id,doc_date,start_date,end_date
0,3,2022-07-14 00:28:36.746779+00:00,1,C18-1N-41^2021-02-01,33,C18-1N-41^2021-02-01,2021-02-01,2021-02-01,
1,3,2022-07-14 00:28:36.754434+00:00,1,K1-17-43^2017-07-15,33,K1-17-43^2017-07-15,2017-07-15,,
2,3,2022-07-14 00:28:36.761479+00:00,1,K1-17-37^2012-02-01,33,K1-17-37^2012-02-01,2012-02-01,,
3,3,2022-07-14 00:28:36.772388+00:00,1,C18-1N-39^2022-03-01,33,C18-1N-39^2022-03-01,2022-03-01,2022-03-11,
4,3,2022-07-14 00:28:36.779929+00:00,1,C18-1N-33^2021-10-01,33,C18-1N-33^2021-10-01,2021-10-01,2021-10-01,
5,3,2022-07-14 00:28:36.788564+00:00,1,K1-17-53^2017-06-01,33,K1-17-53^2017-06-01,2017-06-01,2017-06-01,
6,3,2022-07-14 00:28:36.796128+00:00,1,K1-17-57^2001-09-01,33,K1-17-57^2001-09-01,2001-09-01,2001-09-01,
7,3,2022-07-14 00:28:36.808769+00:00,1,K1-17-47^2021-10-01,33,K1-17-47^2021-10-01,2021-10-01,2021-10-01,
8,3,2022-07-14 00:28:36.819629+00:00,1,C31-1B-74^2012-12-07,33,C31-1B-74^2012-12-07,2012-12-07,2012-12-01,
9,3,2022-07-14 00:28:36.830999+00:00,1,C31-1B-64^2018-12-01,33,C31-1B-64^2018-12-01,2018-12-01,2018-12-01,
10,3,2022-07-14 00:28:36.844073+00:00,1,C31-1B-24^2016-02-15,33,C31-1B-24^2016-02-15,2016-02-15,,
11,3,2022-07-14 00:28:36.853441+00:00,1,C31-1B-54^2016-02-15,33,C31-1B-54^2016-02-15,2016-02-15,2016-02-15,
12,3,2022-07-14 00:28:36.866517+00:00,1,C31-1B-44^2013-12-03,33,C31-1B-44^2013-12-03,2013-12-03,2013-12-03,
13,3,2022-07-14 00:28:36.875733+00:00,1,C31-1B-4^2009-01-01,33,C31-1B-4^2009-01-01,2009-01-01,2009-01-01,
14,3,2022-07-14 00:28:36.884409+00:00,1,K2C-30-15-B2^2019-07-01,33,K2C-30-15-B2^2019-07-01,2019-07-01,2019-07-01,
15,3,2022-07-14 00:28:36.897208+00:00,1,C31-1B-34^2004-08-01,33,C31-1B-34^2004-08-01,2004-08-01,2004-08-01,
16,3,2022-07-14 00:28:36.905915+00:00,1,C31-1B-24^2018-05-01,33,C31-1B-24^2018-05-01,2018-05-01,2018-05-01,
17,3,2022-07-14 00:28:36.917967+00:00,1,K1B-30-52^1970-01-01,33,K1B-30-52^1970-01-01,1970-01-01,,
18,3,2022-07-14 00:28:36.930732+00:00,1,K1B-30-52^2018-05-01,33,K1B-30-52^2018-05-01,2018-05-01,2018-05-01,
19,3,2022-07-14 00:28:36.939864+00:00,1,K2C-30-29^2019-11-01,33,K2C-30-29^2019-11-01,2019-11-01,2019-11-01,
20,3,2022-07-14 00:28:36.952128+00:00,1,K2C-30-27^2020-10-01,33,K2C-30-27^2020-10-01,2020-10-01,2020-10-01,
21,3,2022-07-14 00:28:36.960864+00:00,1,C30-1B-31^2019-11-01,33,C30-1B-31^2019-11-01,2019-11-01,2019-11-01,
22,3,2022-07-14 00:28:36.969388+00:00,1,C30-1B-27^2014-09-01,33,C30-1B-27^2014-09-01,2014-09-01,2014-09-01,
23,3,2022-07-14 00:28:36.977736+00:00,1,C30-1B-15-B3^2017-10-01,33,C30-1B-15-B3^2017-10-01,2017-10-01,,
24,3,2022-07-14 00:28:36.988257+00:00,1,C30-1B-15-B2^2013-04-15,33,C30-1B-15-B2^2013-04-15,2013-04-15,2013-04-15,
25,3,2022-07-14 00:28:36.997073+00:00,1,C30-1B-15-B1^2020-11-01,33,C30-1B-15-B1^2020-11-01,2020-11-01,2020-11-01,
26,3,2022-07-14 00:28:37.007870+00:00,1,K2C-30-51^2021-12-01,33,K2C-30-51^2021-12-01,2021-12-01,2021-12-15,
27,3,2022-07-14 00:28:37.016440+00:00,1,C30-1B-15-B5^2019-04-01,33,C30-1B-15-B5^2019-04-01,2019-04-01,2019-04-01,
28,3,2022-07-14 00:28:37.027368+00:00,1,K1B-30-16^2006-05-10,33,K1B-30-16^2006-05-10,2006-05-10,2006-05-10,
29,3,2022-07-14 00:28:37.035874+00:00,1,K1B-30-34^2013-09-01,33,K1B-30-34^2013-09-01,2013-09-01,2013-09-01,
30,3,2022-07-14 00:28:37.047216+00:00,1,K1-35-29-B11^2020-08-01,33,K1-35-29-B11^2020-08-01,2020-08-01,2020-08-01,
31,3,2022-07-14 00:28:37.056084+00:00,1,K1-35-29-B9^2021-09-01,33,K1-35-29-B9^2021-09-01,2021-09-01,2021-09-01,
32,3,2022-07-14 00:28:37.065114+00:00,1,C30-1B-13^2017-05-01,33,C30-1B-13^2017-05-01,2017-05-01,2017-05-01,
33,3,2022-07-14 00:28:37.077374+00:00,1,K2C-29-36^2017-04-01,33,K2C-29-36^2017-04-01,2017-04-01,2017-04-01,
34,3,2022-07-14 00:28:37.086346+00:00,1,A6N-13N-66^2019-04-01,33,A6N-13N-66^2019-04-01,2019-04-01,2019-04-01,
35,3,2022-07-14 00:28:37.099322+00:00,1,A6N-13N-68^1999-01-01,33,A6N-13N-68^1999-01-01,1999-01-01,1999-01-01,
36,3,2022-07-14 00:28:37.112409+00:00,1,A6N-13N-62-S101^2021-04-01,33,A6N-13N-62-S101^2021-04-01,2021-04-01,2021-04-01,
37,3,2022-07-14 00:28:37.124991+00:00,1,A6N-13N-62-S102^2021-10-01,33,A6N-13N-62-S102^2021-10-01,2021-10-01,2021-10-01,
38,3,2022-07-14 00:28:37.135711+00:00,1,A6N-13N-62-S104^2021-08-01,33,A6N-13N-62-S104^2021-08-01,2021-08-01,2021-08-01,
39,3,2022-07-14 00:28:37.144247+00:00,1,A6N-13N-62-S103^2020-06-01,33,A6N-13N-62-S103^2020-06-01,2020-06-01,2020-06-01,
40,3,2022-07-14 00:28:37.153216+00:00,1,A6N-13N-62-S105^2021-09-01,33,A6N-13N-62-S105^2021-09-01,2021-09-01,2021-09-01,
41,3,2022-07-14 00:28:37.165556+00:00,1,C31-1B-80^2013-06-01,33,C31-1B-80^2013-06-01,2013-06-01,2013-06-01,
42,3,2022-07-14 00:28:37.174141+00:00,1,K2C-30-15-B3^2013-06-01,33,K2C-30-15-B3^2013-06-01,2013-06-01,2013-06-01,
43,3,2022-07-14 00:28:37.186361+00:00,1,A6N-13N-62-S108^2016-12-01,33,A6N-13N-62-S108^2016-12-01,2016-12-01,2016-12-01,
44,3,2022-07-14 00:28:37.194806+00:00,1,A6N-13N-62-S109^2021-07-01,33,A6N-13N-62-S109^2021-07-01,2021-07-01,2021-07-01,
45,3,2022-07-14 00:28:37.206047+00:00,1,A6N-13N-62-S110^2021-09-01,33,A6N-13N-62-S110^2021-09-01,2021-09-01,2021-09-01,
46,3,2022-07-14 00:28:37.219682+00:00,1,A6N-13N-62-S114^2021-09-01,33,A6N-13N-62-S114^2021-09-01,2021-09-01,2021-09-01,
47,3,2022-07-14 00:28:37.226655+00:00,1,A6N-13N-62-S201^2021-10-01,33,A6N-13N-62-S201^2021-10-01,2021-10-01,2021-10-01,
48,3,2022-07-14 00:28:37.233379+00:00,1,A6N-13N-62-S202^2021-10-01,33,A6N-13N-62-S202^2021-10-01,2021-10-01,2021-10-01,
49,3,2022-07-14 00:28:37.240081+00:00,1,A6N-13N-62-S203^2022-04-01,33,A6N-13N-62-S203^2022-04-01,2022-04-01,2022-04-01,
50,3,2022-07-14 00:28:37.246751+00:00,1,A6N-13N-62-S204^2021-09-01,33,A6N-13N-62-S204^2021-09-01,2021-09-01,2021-09-01,
51,3,2022-07-14 00:28:37.253443+00:00,1,A6N-13N-62-S207^2004-03-01,33,A6N-13N-62-S207^2004-03-01,2004-03-01,2004-03-01,
52,3,2022-07-14 00:28:37.264018+00:00,1,A6N-13N-62-S205^2020-08-01,33,A6N-13N-62-S205^2020-08-01,2020-08-01,2020-08-01,
53,3,2022-07-14 00:28:37.271233+00:00,1,A6N-13N-62-S208^2020-10-01,33,A6N-13N-62-S208^2020-10-01,2020-10-01,2020-10-01,
54,3,2022-07-14 00:28:37.282372+00:00,1,A6N-13N-62-S209^2006-03-21,33,A6N-13N-62-S209^2006-03-21,2006-03-21,2006-03-21,
55,3,2022-07-14 00:28:37.290159+00:00,1,A6N-13N-62-S210^2017-03-20,33,A6N-13N-62-S210^2017-03-20,2017-03-20,2017-03-20,
56,3,2022-07-14 00:28:37.303604+00:00,1,A6N-13N-62-S211^2017-03-20,33,A6N-13N-62-S211^2017-03-20,2017-03-20,2017-03-20,
57,3,2022-07-14 00:28:37.320609+00:00,1,A6N-13N-62-S212^2011-09-01,33,A6N-13N-62-S212^2011-09-01,2011-09-01,2011-09-01,
58,3,2022-07-14 00:28:37.332674+00:00,1,A6N-13N-62-S214^2018-10-01,33,A6N-13N-62-S214^2018-10-01,2018-10-01,2018-10-01,
