,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
0,1,1,2022-11-02 15:32:14.083117+00:00,1,A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1,True
1,2,1,2022-11-02 15:32:14.083151+00:00,1,A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101,True
2,3,1,2022-11-02 15:32:14.083170+00:00,1,A6N-13N-62-S102^2021-10-01,A6N-13N-62-S102,True
3,4,1,2022-11-02 15:32:14.083185+00:00,1,A6N-13N-62-S103^2020-06-01,A6N-13N-62-S103,True
4,5,1,2022-11-02 15:32:14.083200+00:00,1,A6N-13N-62-S103^2022-05-01,A6N-13N-62-S103,True
5,6,1,2022-11-02 15:32:14.083215+00:00,1,A6N-13N-62-S104^2021-08-01,A6N-13N-62-S104,True
6,7,1,2022-11-02 15:32:14.083229+00:00,1,A6N-13N-62-S105^2021-09-01,A6N-13N-62-S105,True
7,8,1,2022-11-02 15:32:14.083244+00:00,1,A6N-13N-62-S108^2016-12-01,A6N-13N-62-S108,True
8,9,1,2022-11-02 15:32:14.083258+00:00,1,A6N-13N-62-S109^2021-07-01,A6N-13N-62-S109,True
9,10,1,2022-11-02 15:32:14.083272+00:00,1,A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110,True
10,11,1,2022-11-02 15:32:14.083286+00:00,1,A6N-13N-62-S111^2021-04-01,A6N-13N-62-S111,True
11,12,1,2022-11-02 15:32:14.083301+00:00,1,A6N-13N-62-S111^2022-07-01,A6N-13N-62-S111,True
12,13,1,2022-11-02 15:32:14.083315+00:00,1,A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112,True
13,14,1,2022-11-02 15:32:14.083330+00:00,1,A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114,True
14,15,1,2022-11-02 15:32:14.083344+00:00,1,A6N-13N-62-S201^2021-10-01,A6N-13N-62-S201,True
15,16,1,2022-11-02 15:32:14.083360+00:00,1,A6N-13N-62-S202^2021-10-01,A6N-13N-62-S202,True
16,17,1,2022-11-02 15:32:14.083375+00:00,1,A6N-13N-62-S203^2020-10-01,A6N-13N-62-S203,True
17,18,1,2022-11-02 15:32:14.083390+00:00,1,A6N-13N-62-S203^2022-04-01,A6N-13N-62-S203,True
18,19,1,2022-11-02 15:32:14.083405+00:00,1,A6N-13N-62-S204^2021-09-01,A6N-13N-62-S204,True
19,20,1,2022-11-02 15:32:14.083419+00:00,1,A6N-13N-62-S205^2020-08-01,A6N-13N-62-S205,True
20,21,1,2022-11-02 15:32:14.083434+00:00,1,A6N-13N-62-S207^2004-03-01,A6N-13N-62-S207,True
21,22,1,2022-11-02 15:32:14.083448+00:00,1,A6N-13N-62-S208^2021-10-01,A6N-13N-62-S208,True
22,23,1,2022-11-02 15:32:14.083462+00:00,1,A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209,True
23,24,1,2022-11-02 15:32:14.083476+00:00,1,A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210,True
