,state_change_user_id,state_change_date,state,id_number,id_type,type,name,complete_name,person_ptr_id,legal_type
0,1,2022-12-13 20:52:01.495564+00:00,1,900244841,1,1,Actividades Textiles,Actividades Textiles S.A.S.,900244841,1
1,1,2022-12-13 20:52:01.512584+00:00,1,890904130,1,1,Alimentos Carnicos,Alimentos Carnicos S.A.S.,890904130,1
2,3,2022-12-13 20:52:01.528780+00:00,1,890304130,1,1,Alimentos Carnicos,Alimentos Carnicos S.A.S.,890304130,1
3,1,2022-12-13 20:52:01.544379+00:00,1,901012053,1,1,Andiplast Envases,Andiplast Envases S.A.S.,901012053,1
4,1,2022-12-13 20:52:01.561603+00:00,1,900858114,1,1,Arquimaderas,Arquimaderas S.A.S.,900858114,1
5,1,2022-12-13 20:52:01.578513+00:00,1,901012767,1,1,Asoboce,Asoboce S.A.S.,901012767,1
6,3,2022-12-13 20:52:01.595862+00:00,1,901393460,1,1,Bio Ambar,Bio Ambar S.A.S.,901393460,1
7,1,2022-12-13 20:52:01.612774+00:00,1,900961321,1,1,Cocoambiental,Cocoambiental S.A.S.,900961321,1
8,1,2022-12-13 20:52:01.629716+00:00,1,800017469,1,1,Comercializadora Omega,Comercializadora Omega LTDA.,800017469,2
9,1,2022-12-13 20:52:01.647021+00:00,1,800219204,1,1,Coragro,Coragro S.A.,800219204,0
10,1,2022-12-13 20:52:01.664134+00:00,1,800136505,1,1,Datecsa,Datecsa S.A.,800136505,0
11,1,2022-12-13 20:52:01.684272+00:00,1,900206937,1,1,Del Corte Mobiliari,Del Corte Mobiliari S.A.S.,900206937,1
12,1,2022-12-13 20:52:01.702370+00:00,1,901257178,1,1,Diesel Lujo Ferreteria Al Costo,Diesel Lujo Ferreteria Al Costo S.A.S.,901257178,1
13,3,2022-12-13 20:52:01.718655+00:00,1,900042300,1,1,Distriferretera de Colombia,Distriferretera de Colombia S.A.S.,900042300,1
14,1,2022-12-13 20:52:01.739115+00:00,1,890323635,1,1,El Comercio ELectrico,El Comercio ELectrico LTDA.,890323635,2
15,1,2022-12-13 20:52:01.765039+00:00,1,901439406,1,1,Electo Iluminaciones EH,Electo Iluminaciones EH S.A.S.,901439406,1
16,1,2022-12-13 20:52:01.783107+00:00,1,890304345,1,1,Electricos del Valle,Electricos del Valle S.A.,890304345,0
17,1,2022-12-13 20:52:01.799430+00:00,1,901462569,1,1,Ferreteria 5A Norte,Ferreteria 5A Norte S.A.S.,901462569,1
18,1,2022-12-13 20:52:01.815990+00:00,1,890308587,1,1,Ferreteria Barbosa y Cia,Ferreteria Barbosa y Cia S.A.S.,890308587,1
19,1,2022-12-13 20:52:01.832071+00:00,1,860067998,1,1,Ferreteria Miltialambres,Ferreteria Miltialambres S.A.S.,860067998,1
20,1,2022-12-13 20:52:01.848000+00:00,1,805018771,1,1,"Ferreteria,Pinturas Y Productos Agropecuarios","Ferreteria,Pinturas Y Productos Agropecuarios LTDA.",805018771,2
21,1,2022-12-13 20:52:01.864717+00:00,1,901042248,1,1,Ferretornillos Arlex,Ferretornillos Arlex S.A.S.,901042248,1
22,3,2022-12-13 20:52:01.881033+00:00,1,805020753,1,1,Frenos y Direcciones Valencia D.Y Cia,Frenos y Direcciones Valencia D.Y Cia LTDA.,805020753,2
23,1,2022-12-13 20:52:01.904308+00:00,1,900346960,1,1,Global Tennis,Global Tennis S.A.S.,900346960,1
24,1,2022-12-13 20:52:01.927078+00:00,1,900087432,1,1,Granos y Proteinas,Granos y Proteinas S.A.S.,900087432,1
25,1,2022-12-13 20:52:01.945720+00:00,1,900420715,1,1,Grupo Empresarial Silver,Grupo Empresarial Silver S.A.S.,900420715,1
26,3,2022-12-13 20:52:01.962787+00:00,1,901159918,1,1,Ingeideas Laser,Ingeideas Laser S.A.S.,901159918,1
27,1,2022-12-13 20:52:01.978989+00:00,1,805001597,1,1,Innovaciones Plasticas,Innovaciones Plasticas S.A.S.,805001597,1
