,state_change_user_id,state_change_date,state,id_number,id_type,type,name,complete_name,person_ptr_id,legal_type
0,1,2022-10-25 18:41:53.311769+00:00,1,900244841,1,1,Actividades Textiles,Actividades Textiles S.A.S.,900244841,1
1,1,2022-10-25 18:41:53.328525+00:00,1,890904130,1,1,Alimentos Carnicos,Alimentos Carnicos S.A.S.,890904130,1
2,3,2022-10-25 18:41:53.349274+00:00,1,890304130,1,1,Alimentos Carnicos,Alimentos Carnicos S.A.S.,890304130,1
3,1,2022-10-25 18:41:53.369146+00:00,1,901012053,1,1,Andiplast Envases,Andiplast Envases S.A.S.,901012053,1
4,1,2022-10-25 18:41:53.396454+00:00,1,900858114,1,1,Arquimaderas,Arquimaderas S.A.S.,900858114,1
5,1,2022-10-25 18:41:53.433047+00:00,1,901012767,1,1,Asoboce,Asoboce S.A.S.,901012767,1
6,3,2022-10-25 18:41:53.459952+00:00,1,901393460,1,1,Bio Ambar,Bio Ambar S.A.S.,901393460,1
7,1,2022-10-25 18:41:53.486761+00:00,1,900961321,1,1,Cocoambiental,Cocoambiental S.A.S.,900961321,1
8,1,2022-10-25 18:41:53.513698+00:00,1,800017469,1,1,Comercializadora Omega,Comercializadora Omega LTDA.,800017469,2
9,1,2022-10-25 18:41:53.540720+00:00,1,800219204,1,1,Coragro,Coragro S.A.,800219204,0
10,1,2022-10-25 18:41:53.567542+00:00,1,800136505,1,1,Datecsa,Datecsa S.A.,800136505,0
11,1,2022-10-25 18:41:53.595060+00:00,1,900206937,1,1,Del Corte Mobiliari,Del Corte Mobiliari S.A.S.,900206937,1
12,1,2022-10-25 18:41:53.621562+00:00,1,901257178,1,1,Diesel Lujo Ferreteria Al Costo,Diesel Lujo Ferreteria Al Costo S.A.S.,901257178,1
13,3,2022-10-25 18:41:53.647867+00:00,1,900042300,1,1,Distriferretera de Colombia,Distriferretera de Colombia S.A.S.,900042300,1
14,1,2022-10-25 18:41:53.672253+00:00,1,890323635,1,1,El Comercio ELectrico,El Comercio ELectrico LTDA.,890323635,2
15,1,2022-10-25 18:41:53.695733+00:00,1,901439406,1,1,Electo Iluminaciones EH,Electo Iluminaciones EH S.A.S.,901439406,1
16,1,2022-10-25 18:41:53.717870+00:00,1,890304345,1,1,Electricos del Valle,Electricos del Valle S.A.,890304345,0
17,1,2022-10-25 18:41:53.734764+00:00,1,901462569,1,1,Ferreteria 5A Norte,Ferreteria 5A Norte S.A.S.,901462569,1
18,1,2022-10-25 18:41:53.754406+00:00,1,890308587,1,1,Ferreteria Barbosa y Cia,Ferreteria Barbosa y Cia S.A.S.,890308587,1
19,1,2022-10-25 18:41:53.781371+00:00,1,860067998,1,1,Ferreteria Miltialambres,Ferreteria Miltialambres S.A.S.,860067998,1
20,1,2022-10-25 18:41:53.808968+00:00,1,805018771,1,1,"Ferreteria,Pinturas Y Productos Agropecuarios","Ferreteria,Pinturas Y Productos Agropecuarios LTDA.",805018771,2
21,1,2022-10-25 18:41:53.831981+00:00,1,901042248,1,1,Ferretornillos Arlex,Ferretornillos Arlex S.A.S.,901042248,1
22,3,2022-10-25 18:41:53.855285+00:00,1,805020753,1,1,Frenos y Direcciones Valencia D.Y Cia,Frenos y Direcciones Valencia D.Y Cia LTDA.,805020753,2
23,1,2022-10-25 18:41:53.878237+00:00,1,900346960,1,1,Global Tennis,Global Tennis S.A.S.,900346960,1
24,1,2022-10-25 18:41:53.901607+00:00,1,900087432,1,1,Granos y Proteinas,Granos y Proteinas S.A.S.,900087432,1
25,1,2022-10-25 18:41:53.925737+00:00,1,900420715,1,1,Grupo Empresarial Silver,Grupo Empresarial Silver S.A.S.,900420715,1
26,3,2022-10-25 18:41:53.949327+00:00,1,901159918,1,1,Ingeideas Laser,Ingeideas Laser S.A.S.,901159918,1
27,1,2022-10-25 18:41:53.972085+00:00,1,805001597,1,1,Innovaciones Plasticas,Innovaciones Plasticas S.A.S.,805001597,1
28,1,2022-10-25 18:41:53.995320+00:00,1,901149951,1,1,La Bodeguita Cotic,La Bodeguita Cotic S.A.S.,901149951,1
29,3,2022-10-25 18:41:54.018692+00:00,1,900292996,1,1,Los Alamillos,Los Alamillos S.A.,900292996,0
30,1,2022-10-25 18:41:54.041020+00:00,1,900582366,1,1,Maquinpro de Colombia,Maquinpro de Colombia S.A.S.,900582366,1
31,1,2022-10-25 18:41:54.058908+00:00,1,900245885,1,1,Mulplast,Mulplast S.A.S.,900245885,1
32,1,2022-10-25 18:41:54.085854+00:00,1,901063279,1,1,O´Celeste,O´Celeste S.A.S.,901063279,1
33,1,2022-10-25 18:41:54.112778+00:00,1,900672393,1,1,Palmiplast Industrias,Palmiplast Industrias S.A.S.,900672393,1
34,1,2022-10-25 18:41:54.139907+00:00,1,830134857,1,1,Prodeplasticos,Prodeplasticos S.A.S.,830134857,1
35,1,2022-10-25 18:41:54.166536+00:00,1,890328485,1,1,Productos de Caucho y Lona,Productos de Caucho y Lona S.A.S.,890328485,1
36,1,2022-10-25 18:41:54.194191+00:00,1,900575356,1,1,QW Health de Colombia,QW Health de Colombia S.A.S.,900575356,1
37,1,2022-10-25 18:41:54.221101+00:00,1,890930227,1,1,ROR Ingenieria,ROR Ingenieria S.A.S.,890930227,1
38,1,2022-10-25 18:41:54.248116+00:00,1,890204680,1,1,Representaciones Especiales,Representaciones Especiales LTDA.,890204680,2
39,3,2022-10-25 18:41:54.272892+00:00,1,901411596,1,1,Sepia Arte y Diseño,Sepia Arte y Diseño S.A.S.,901411596,1
40,1,2022-10-25 18:41:54.296431+00:00,1,900570334,1,1,Someda Intagrated,Someda Intagrated S.A.S.,900570334,1
41,3,2022-10-25 18:41:54.319497+00:00,1,900690709,1,1,Transporte Carlos A. Collazos,Transporte Carlos A. Collazos S.A.S.,900690709,1
42,1,2022-10-25 18:41:54.342812+00:00,1,805004110,1,1,Uniescolar Papeleria,Uniescolar Papeleria LTDA.,805004110,2
43,1,2022-10-25 18:41:54.365905+00:00,1,900719717,1,1,Universal de Aceros y Trifilados,Universal de Aceros y Trifilados S.A.S.,900719717,1
