,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-10-12 17:44:41.494746+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-10-12 17:44:41.494784+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-10-12 17:44:41.494803+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-10-12 17:44:41.494820+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,5,1,2022-10-12 17:44:41.494835+00:00,1,A6N-13N-62-S102^2021-10-01,2022-10-01,993000
5,6,3,2022-10-12 17:44:41.494851+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
6,7,3,2022-10-12 17:44:41.494866+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,840000
7,8,3,2022-10-12 17:44:41.494881+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
8,9,3,2022-10-12 17:44:41.494896+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
9,10,3,2022-10-12 17:44:41.494912+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
10,11,3,2022-10-12 17:44:41.494926+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,890000
11,12,3,2022-10-12 17:44:41.494941+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
12,13,3,2022-10-12 17:44:41.494956+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
13,14,3,2022-10-12 17:44:41.494971+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
14,15,3,2022-10-12 17:44:41.494986+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
15,16,3,2022-10-12 17:44:41.495001+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
16,17,3,2022-10-12 17:44:41.495015+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
17,18,3,2022-10-12 17:44:41.495030+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
18,19,3,2022-10-12 17:44:41.495045+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
19,20,3,2022-10-12 17:44:41.495060+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
20,21,3,2022-10-12 17:44:41.495075+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
21,22,3,2022-10-12 17:44:41.495090+00:00,1,A6N-13N-62-S114^2021-09-01,2021-09-01,530000
22,23,3,2022-10-12 17:44:41.495108+00:00,1,A6N-13N-62-S114^2021-09-01,2022-09-01,590000
23,24,3,2022-10-12 17:44:41.495124+00:00,1,A6N-13N-62-S201^2021-10-01,2021-10-01,830000
24,25,3,2022-10-12 17:44:41.495139+00:00,1,A6N-13N-62-S202^2021-10-01,2021-10-01,700000
25,26,3,2022-10-12 17:44:41.495154+00:00,1,A6N-13N-62-S203^2020-10-01,2021-10-01,620000
26,27,3,2022-10-12 17:44:41.495169+00:00,1,A6N-13N-62-S203^2022-04-01,2022-04-01,700000
27,28,3,2022-10-12 17:44:41.495198+00:00,1,A6N-13N-62-S204^2021-09-01,2021-09-01,650000
28,29,3,2022-10-12 17:44:41.495214+00:00,1,A6N-13N-62-S204^2021-09-01,2022-09-01,720000
