,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
0,7,3,2022-07-14 00:28:37.581956+00:00,1,C18-1N-41^2021-02-01,C18-1N-41,True
1,8,3,2022-07-14 00:28:37.581983+00:00,1,K1-17-43^2017-07-15,K1-17-43,True
2,9,3,2022-07-14 00:28:37.581994+00:00,1,K1-17-37^2012-02-01,K1-17-37,True
3,10,3,2022-07-14 00:28:37.582002+00:00,1,C18-1N-39^2022-03-01,C18-1N-39,True
4,11,3,2022-07-14 00:28:37.582010+00:00,1,C18-1N-33^2021-10-01,C18-1N-33,True
5,12,3,2022-07-14 00:28:37.582018+00:00,1,K1-17-53^2017-06-01,K1-17-53,True
6,13,3,2022-07-14 00:28:37.582027+00:00,1,K1-17-57^2001-09-01,K1-17-57,True
7,14,3,2022-07-14 00:28:37.582036+00:00,1,K1-17-47^2021-10-01,K1-17-47,True
8,15,3,2022-07-14 00:28:37.582046+00:00,1,C31-1B-74^2012-12-07,C31-1B-74,True
9,16,3,2022-07-14 00:28:37.582054+00:00,1,C31-1B-64^2018-12-01,C31-1B-64,True
10,17,3,2022-07-14 00:28:37.582064+00:00,1,C31-1B-24^2016-02-15,C31-1B-24,True
11,18,3,2022-07-14 00:28:37.582073+00:00,1,C31-1B-54^2016-02-15,C31-1B-54,True
12,19,3,2022-07-14 00:28:37.582081+00:00,1,C31-1B-44^2013-12-03,C31-1B-44,True
13,20,3,2022-07-14 00:28:37.582089+00:00,1,C31-1B-4^2009-01-01,C31-1B-4,True
14,21,3,2022-07-14 00:28:37.582097+00:00,1,K2C-30-15-B2^2019-07-01,K2C-30-15-B2,True
15,22,3,2022-07-14 00:28:37.582105+00:00,1,C31-1B-34^2004-08-01,C31-1B-34,True
16,23,3,2022-07-14 00:28:37.582113+00:00,1,C31-1B-24^2018-05-01,C31-1B-24,True
17,24,3,2022-07-14 00:28:37.582121+00:00,1,K1B-30-52^1970-01-01,K1B-30-52,True
18,25,3,2022-07-14 00:28:37.582129+00:00,1,K1B-30-52^2018-05-01,K1B-30-52,True
19,26,3,2022-07-14 00:28:37.582136+00:00,1,K2C-30-29^2019-11-01,K2C-30-29,True
20,27,3,2022-07-14 00:28:37.582144+00:00,1,K2C-30-27^2020-10-01,K2C-30-27,True
21,28,3,2022-07-14 00:28:37.582152+00:00,1,C30-1B-31^2019-11-01,C30-1B-31,True
22,29,3,2022-07-14 00:28:37.582160+00:00,1,C30-1B-27^2014-09-01,C30-1B-27,True
23,30,3,2022-07-14 00:28:37.582169+00:00,1,C30-1B-15-B3^2017-10-01,C30-1B-15-B3,True
24,31,3,2022-07-14 00:28:37.582176+00:00,1,C30-1B-15-B2^2013-04-15,C30-1B-15-B2,True
