,state_change_user_id,state_change_date,state,code,name
0,1,2022-09-29 19:41:55.340944+00:00,2,1,Activo
1,1,2022-09-29 19:41:55.340968+00:00,1,2,Pasivo
2,1,2022-09-29 19:41:55.340976+00:00,1,3,Patrimonio
3,1,2022-09-29 19:41:55.340982+00:00,1,11,Disponible
4,1,2022-09-29 19:41:55.340988+00:00,1,12,Inversiones
5,1,2022-09-29 19:41:55.340994+00:00,1,4,Ingreso
6,1,2022-09-29 19:41:55.341000+00:00,1,41,Operacionales
7,1,2022-09-29 19:41:55.341005+00:00,1,4155,"Actividades Inmobiliarias, Empresariales y de Alquiler"
8,1,2022-09-29 19:41:55.341011+00:00,1,415505,Arrendamientos de Bienes Inmuebles
9,1,2022-09-29 19:41:55.341017+00:00,1,13,Deudores
10,1,2022-09-29 19:41:55.341023+00:00,1,1355,Anticipo de Impuestos y Contribuciones o Saldos a Favor
11,1,2022-09-29 19:41:55.341028+00:00,1,135515,Retencion en la Fuente
12,1,2022-09-29 19:41:55.341035+00:00,1,135517,Impuesto a las Ventas Retenido
13,1,2022-09-29 19:41:55.341041+00:00,1,1380,Deudores Varios
14,1,2022-09-29 19:41:55.341048+00:00,1,138020,Cuentas por Cobrar de Terceros
15,1,2022-09-29 19:41:55.341054+00:00,1,1345,Ingresos por Cobrar
16,1,2022-09-29 19:41:55.341060+00:00,1,134530,Arrendamientos
17,1,2022-09-29 19:41:55.341066+00:00,1,24,"Impuestos, Gravamenes y Tasas"
18,1,2022-09-29 19:41:55.341073+00:00,1,2408,Impuesto Sobre las Ventas por Pagar
19,1,2022-09-29 19:41:55.341078+00:00,1,28,Otros Pasivos
20,1,2022-09-29 19:41:55.341084+00:00,1,2815,Ingresos Recibidos para Terceros
21,1,2022-09-29 19:41:55.341091+00:00,1,281510,Venta por Cuenta de Terceros
22,1,2022-09-29 19:41:55.341097+00:00,1,9,Cuentas de Orden Acreedoras
23,1,2022-09-29 19:41:55.341103+00:00,1,91,Responsabilidades Contingentes
24,1,2022-09-29 19:41:55.341108+00:00,1,9130,Contratos de Administracion Delegada
25,1,2022-09-29 19:41:55.341115+00:00,1,1305,Clientes
26,1,2022-09-29 19:41:55.341121+00:00,1,130505,Nacionales
27,1,2022-09-29 19:41:55.341126+00:00,1,13050505,Impuesto a la Venta
28,1,2022-09-29 19:41:55.341132+00:00,1,13802005,Arrendamientos
29,1,2022-09-29 19:41:55.341138+00:00,1,1105,Caja
30,1,2022-09-29 19:41:55.341144+00:00,1,110505,Caja General
31,1,2022-09-29 19:41:55.341149+00:00,1,110510,Cajas Menores
32,1,2022-09-29 19:41:55.341155+00:00,1,11051005,Orlando Ortiz
33,1,2022-09-29 19:41:55.341160+00:00,1,1110,Bancos
34,1,2022-09-29 19:41:55.341166+00:00,1,111005,Moneda Nacional
35,1,2022-09-29 19:41:55.341172+00:00,1,11100505,Banco de Occidente
36,1,2022-09-29 19:41:55.341177+00:00,1,11100510,Scotiabank Colpatria
37,1,2022-09-29 19:41:55.341183+00:00,1,93,Acreedoras de Control
38,1,2022-09-29 19:41:55.341189+00:00,1,9395,Otras Cuentas de Orden Acreedoras de Control
39,1,2022-09-29 19:41:55.341195+00:00,1,939505,Documentos por Cobrar Descontados
40,1,2022-09-29 19:53:34.177062+00:00,1,913005,Administración de Inmuebles
