,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-08-29 22:01:35.747393+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-08-29 22:01:35.747421+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-08-29 22:01:35.747432+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-08-29 22:01:35.747441+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,6,3,2022-08-29 22:01:35.747452+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
5,7,3,2022-08-29 22:01:35.747461+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,840000
6,8,3,2022-08-29 22:01:35.747471+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
7,9,3,2022-08-29 22:01:35.747479+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
8,10,3,2022-08-29 22:01:35.747487+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
9,11,3,2022-08-29 22:01:35.747497+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,890000
10,12,3,2022-08-29 22:01:35.747505+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
11,13,3,2022-08-29 22:01:35.747514+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
12,14,3,2022-08-29 22:01:35.747522+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
13,15,3,2022-08-29 22:01:35.747531+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
14,16,3,2022-08-29 22:01:35.747539+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
15,17,3,2022-08-29 22:01:35.747548+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
16,18,3,2022-08-29 22:01:35.747556+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
17,19,3,2022-08-29 22:01:35.747565+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
18,20,3,2022-08-29 22:01:35.747574+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
19,21,3,2022-08-29 22:01:35.747582+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
20,22,3,2022-08-29 22:01:35.747590+00:00,1,A6N-13N-62-S114^2021-09-01,2021-09-01,530000
21,23,3,2022-08-29 22:01:35.747599+00:00,1,A6N-13N-62-S114^2021-09-01,2022-09-01,590000
22,24,3,2022-08-29 22:01:35.747608+00:00,1,A6N-13N-62-S201^2021-10-01,2021-10-01,830000
23,26,3,2022-08-29 22:01:35.747616+00:00,1,A6N-13N-62-S202^2021-10-01,2021-10-01,700000
24,28,3,2022-08-29 22:01:35.747625+00:00,1,A6N-13N-62-S203^2020-10-01,2021-10-01,620000
25,29,3,2022-08-29 22:01:35.747634+00:00,1,A6N-13N-62-S203^2022-04-01,2022-04-01,700000
26,30,3,2022-08-29 22:01:35.747642+00:00,1,A6N-13N-62-S204^2021-09-01,2021-09-01,650000
27,31,3,2022-08-29 22:01:35.747651+00:00,1,A6N-13N-62-S204^2021-09-01,2022-09-01,720000
28,32,3,2022-08-29 22:01:35.747660+00:00,1,A6N-13N-62-S205^2020-08-01,2021-08-01,750000
29,33,3,2022-08-29 22:01:35.747668+00:00,1,A6N-13N-62-S205^2020-08-01,2022-08-01,830000
30,34,3,2022-08-29 22:01:35.747677+00:00,1,A6N-13N-62-S207^2004-03-01,2021-03-01,485000
31,35,3,2022-08-29 22:01:35.747685+00:00,1,A6N-13N-62-S207^2004-03-01,2022-03-01,497000
32,36,3,2022-08-29 22:01:35.747694+00:00,1,A6N-13N-62-S208^2021-10-01,2021-10-01,390000
33,38,3,2022-08-29 22:01:35.747703+00:00,1,A6N-13N-62-S209^2006-03-21,2021-03-21,465000
34,39,3,2022-08-29 22:01:35.747711+00:00,1,A6N-13N-62-S209^2006-03-21,2022-03-21,476000
35,40,3,2022-08-29 22:01:35.747720+00:00,1,A6N-13N-62-S210^2017-03-20,2021-03-20,478000
36,41,3,2022-08-29 22:01:35.747729+00:00,1,A6N-13N-62-S211^2017-03-08,2021-03-08,467000
37,42,3,2022-08-29 22:01:35.747738+00:00,1,A6N-13N-62-S211^2017-03-08,2022-03-08,478000
38,43,3,2022-08-29 22:01:35.747747+00:00,1,A6N-13N-62-S212^2011-09-01,2021-09-01,467000
39,44,3,2022-08-29 22:01:35.747756+00:00,1,A6N-13N-62-S212^2011-09-01,2022-09-01,650000
40,45,3,2022-08-29 22:01:35.747764+00:00,1,A6N-13N-62-S214^2018-10-01,2021-10-01,467000
41,47,3,2022-08-29 22:01:35.747772+00:00,1,A6N-13N-62-S217^2018-12-01,2020-12-01,472000
42,48,3,2022-08-29 22:01:35.747780+00:00,1,A6N-13N-62-S217^2018-12-01,2021-12-01,496000
43,49,3,2022-08-29 22:01:35.747788+00:00,1,A6N-13N-62-S219^2004-02-09,2021-02-09,468000
44,50,3,2022-08-29 22:01:35.747796+00:00,1,A6N-13N-62-S219^2004-02-09,2022-02-09,480000
45,51,3,2022-08-29 22:01:35.747805+00:00,1,A6N-13N-62-S221^2018-06-15,2021-06-15,342000
46,52,3,2022-08-29 22:01:35.747813+00:00,1,A6N-13N-62-S221^2018-06-15,2022-06-15,370000
47,53,3,2022-08-29 22:01:35.747822+00:00,1,A6N-13N-62-S222^2022-06-01,2022-06-01,570000
48,54,3,2022-08-29 22:01:35.747830+00:00,1,A6N-13N-62-S301^2021-08-01,2021-08-01,830000
49,55,3,2022-08-29 22:01:35.747838+00:00,1,A6N-13N-62-S302^2021-08-01,2021-08-01,700000
50,56,3,2022-08-29 22:01:35.747846+00:00,1,A6N-13N-62-S302^2021-08-01,2022-08-01,780000
51,57,3,2022-08-29 22:01:35.747855+00:00,1,A6N-13N-62-S303^2022-03-01,2022-03-01,700000
52,58,3,2022-08-29 22:01:35.747863+00:00,1,A6N-13N-62-S304^2022-04-01,2022-04-01,700000
53,59,3,2022-08-29 22:01:35.747871+00:00,1,A6N-13N-62-S305^2021-02-01,2021-02-01,750000
54,60,3,2022-08-29 22:01:35.747879+00:00,1,A6N-13N-62-S305^2021-02-01,2022-02-01,785000
55,61,3,2022-08-29 22:01:35.747888+00:00,1,A6N-13N-62-S306^2018-06-01,2021-06-01,458000
56,62,3,2022-08-29 22:01:35.747896+00:00,1,A6N-13N-62-S306^2018-06-01,2022-06-01,458000
57,63,3,2022-08-29 22:01:35.747904+00:00,1,A6N-13N-62-S308^2022-03-01,2022-03-01,390000
