,state_change_user_id,state_change_date,state,code,subclass_id,accountable_ptr_id,doc_date,start_date,end_date
0,1,2022-10-06 15:30:50.115837+00:00,1,A6N-13N-62-O1^2015-01-01,33,A6N-13N-62-O1^2015-01-01,2015-01-01,2022-01-01,
1,1,2022-10-06 15:30:50.132259+00:00,1,A6N-13N-62-S101^2021-04-01,33,A6N-13N-62-S101^2021-04-01,2021-04-01,2022-01-01,
2,1,2022-10-06 15:30:50.148836+00:00,1,A6N-13N-62-S102^2021-10-01,33,A6N-13N-62-S102^2021-10-01,2021-10-01,2022-01-01,
3,1,2022-10-06 15:30:50.165538+00:00,1,A6N-13N-62-S103^2020-06-01,33,A6N-13N-62-S103^2020-06-01,2020-06-01,2022-01-01,2022-04-30
4,1,2022-10-06 15:30:50.181844+00:00,1,A6N-13N-62-S103^2022-05-01,33,A6N-13N-62-S103^2022-05-01,2022-05-01,2022-05-01,
5,1,2022-10-06 15:30:50.197840+00:00,1,A6N-13N-62-S104^2021-08-01,33,A6N-13N-62-S104^2021-08-01,2021-08-01,2022-01-01,
6,1,2022-10-06 15:30:50.214004+00:00,1,A6N-13N-62-S105^2021-09-01,33,A6N-13N-62-S105^2021-09-01,2021-09-01,2022-01-01,
7,1,2022-10-06 15:30:50.230146+00:00,1,A6N-13N-62-S108^2016-12-01,33,A6N-13N-62-S108^2016-12-01,2016-12-01,2022-01-01,
8,1,2022-10-06 15:30:50.245935+00:00,1,A6N-13N-62-S109^2021-07-01,33,A6N-13N-62-S109^2021-07-01,2021-07-01,2022-01-01,
9,1,2022-10-06 15:30:50.262507+00:00,1,A6N-13N-62-S110^2021-09-01,33,A6N-13N-62-S110^2021-09-01,2021-09-01,2022-01-01,
10,1,2022-10-06 15:30:50.280540+00:00,1,A6N-13N-62-S111^2021-04-01,33,A6N-13N-62-S111^2021-04-01,2021-04-01,2022-01-01,2022-03-31
11,1,2022-10-06 15:30:50.302277+00:00,1,A6N-13N-62-S111^2022-07-01,33,A6N-13N-62-S111^2022-07-01,2022-07-01,2022-06-25,
12,1,2022-10-06 15:30:50.320636+00:00,1,A6N-13N-62-S112^2015-04-01,33,A6N-13N-62-S112^2015-04-01,2015-04-01,2022-01-01,
13,1,2022-10-06 15:30:50.336510+00:00,1,A6N-13N-62-S114^2021-09-01,33,A6N-13N-62-S114^2021-09-01,2021-09-01,2022-01-01,
