,id,state_change_user_id,state_change_date,state,realty_id,estate_id,percentage
0,1,1,2022-11-22 17:42:09.728557+00:00,1,A6N-13N-62-O1,760010100020700370004000000004,100.0000
1,2,1,2022-11-22 17:42:09.728610+00:00,1,A6N-13N-62-S101,760010100020700370004000000004,100.0000
2,3,1,2022-11-22 17:42:09.728635+00:00,1,A6N-13N-62-S102,760010100020700370004000000004,100.0000
3,4,1,2022-11-22 17:42:09.728656+00:00,1,A6N-13N-62-S103,760010100020700370004000000004,100.0000
4,5,1,2022-11-22 17:42:09.728675+00:00,1,A6N-13N-62-S104,760010100020700370004000000004,100.0000
5,6,1,2022-11-22 17:42:09.728694+00:00,1,A6N-13N-62-S105,760010100020700370004000000004,100.0000
6,7,1,2022-11-22 17:42:09.728712+00:00,1,A6N-13N-62-S106,760010100020700370004000000004,100.0000
7,8,1,2022-11-22 17:42:09.728731+00:00,1,A6N-13N-62-S107,760010100020700370004000000004,100.0000
8,9,1,2022-11-22 17:42:09.728749+00:00,1,A6N-13N-62-S108,760010100020700370004000000004,100.0000
9,10,1,2022-11-22 17:42:09.728767+00:00,1,A6N-13N-62-S109,760010100020700370004000000004,100.0000
10,11,1,2022-11-22 17:42:09.728785+00:00,1,A6N-13N-62-S110,760010100020700370004000000004,100.0000
11,12,1,2022-11-22 17:42:09.728803+00:00,1,A6N-13N-62-S111,760010100020700370004000000004,100.0000
12,13,1,2022-11-22 17:42:09.728821+00:00,1,A6N-13N-62-S112,760010100020700370004000000004,100.0000
13,14,1,2022-11-22 17:42:09.728839+00:00,1,A6N-13N-62-S114,760010100020700370004000000004,100.0000
14,15,1,2022-11-22 17:42:09.728857+00:00,1,A6N-13N-62-S201,760010100020700370004000000004,100.0000
15,16,1,2022-11-22 17:42:09.728876+00:00,1,A6N-13N-62-S202,760010100020700370004000000004,100.0000
16,17,1,2022-11-22 17:42:09.728895+00:00,1,A6N-13N-62-S203,760010100020700370004000000004,100.0000
17,18,1,2022-11-22 17:42:09.728913+00:00,1,A6N-13N-62-S204,760010100020700370004000000004,100.0000
18,19,1,2022-11-22 17:42:09.728931+00:00,1,A6N-13N-62-S205,760010100020700370004000000004,100.0000
19,20,1,2022-11-22 17:42:09.728949+00:00,1,A6N-13N-62-S206,760010100020700370004000000004,100.0000
20,21,1,2022-11-22 17:42:09.728968+00:00,1,A6N-13N-62-S207,760010100020700370004000000004,100.0000
21,22,1,2022-11-22 17:42:09.728986+00:00,1,A6N-13N-62-S208,760010100020700370004000000004,100.0000
22,23,1,2022-11-22 17:42:09.729003+00:00,1,A6N-13N-62-S209,760010100020700370004000000004,100.0000
23,24,1,2022-11-22 17:42:09.729021+00:00,1,A6N-13N-62-S210,760010100020700370004000000004,100.0000
24,25,1,2022-11-22 17:42:09.729039+00:00,1,A6N-13N-62-S211,760010100020700370004000000004,100.0000
25,26,1,2022-11-22 17:42:09.729057+00:00,1,A6N-13N-62-S212,760010100020700370004000000004,100.0000
26,27,1,2022-11-22 17:42:09.729074+00:00,1,A6N-13N-62-S214,760010100020700370004000000004,100.0000
27,28,1,2022-11-22 17:42:09.729092+00:00,1,A6N-13N-62-S215,760010100020700370004000000004,100.0000
28,29,1,2022-11-22 17:42:09.729109+00:00,1,A6N-13N-62-S216,760010100020700370004000000004,100.0000
29,30,1,2022-11-22 17:42:09.729127+00:00,1,A6N-13N-62-S217,760010100020700370004000000004,100.0000
30,31,1,2022-11-22 17:42:09.729144+00:00,1,A6N-13N-62-S218,760010100020700370004000000004,100.0000
31,32,1,2022-11-22 17:42:09.729162+00:00,1,A6N-13N-62-S219,760010100020700370004000000004,100.0000
32,33,1,2022-11-22 17:42:09.729179+00:00,1,A6N-13N-62-S220,760010100020700370004000000004,100.0000
33,34,1,2022-11-22 17:42:09.729197+00:00,1,A6N-13N-62-S221,760010100020700370004000000004,100.0000
34,35,1,2022-11-22 17:42:09.729214+00:00,1,A6N-13N-62-S222,760010100020700370004000000004,100.0000
35,36,1,2022-11-22 17:42:09.729232+00:00,1,A6N-13N-62-S301,760010100020700370004000000004,100.0000
36,37,1,2022-11-22 17:42:09.729249+00:00,1,A6N-13N-62-S302,760010100020700370004000000004,100.0000
37,38,1,2022-11-22 17:42:09.729267+00:00,1,A6N-13N-62-S303,760010100020700370004000000004,100.0000
38,39,1,2022-11-22 17:42:09.729284+00:00,1,A6N-13N-62-S304,760010100020700370004000000004,100.0000
39,40,1,2022-11-22 17:42:09.729302+00:00,1,A6N-13N-62-S305,760010100020700370004000000004,100.0000
