,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-11-22 23:53:15.547583+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-11-22 23:53:15.547610+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-11-22 23:53:15.547622+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-11-22 23:53:15.547632+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,5,1,2022-11-22 23:53:15.547641+00:00,1,A6N-13N-62-S102^2021-10-01,2022-10-01,993000
5,6,3,2022-11-22 23:53:15.547650+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
6,7,3,2022-11-22 23:53:15.547658+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,840000
7,8,3,2022-11-22 23:53:15.547666+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
8,9,3,2022-11-22 23:53:15.547675+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
9,10,3,2022-11-22 23:53:15.547683+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
10,11,3,2022-11-22 23:53:15.547691+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,890000
11,12,3,2022-11-22 23:53:15.547700+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
12,13,3,2022-11-22 23:53:15.547708+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
13,14,3,2022-11-22 23:53:15.547717+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
14,15,3,2022-11-22 23:53:15.547725+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
15,16,3,2022-11-22 23:53:15.547734+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
16,17,3,2022-11-22 23:53:15.547742+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
17,18,3,2022-11-22 23:53:15.547750+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
18,19,3,2022-11-22 23:53:15.547759+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
19,20,3,2022-11-22 23:53:15.547767+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
20,21,3,2022-11-22 23:53:15.547775+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
21,22,3,2022-11-22 23:53:15.547783+00:00,1,A6N-13N-62-S114^2021-09-01,2021-09-01,530000
22,23,3,2022-11-22 23:53:15.547791+00:00,1,A6N-13N-62-S114^2021-09-01,2022-09-01,590000
23,24,3,2022-11-22 23:53:15.547800+00:00,1,A6N-13N-62-S201^2021-10-01,2021-10-01,830000
24,25,3,2022-11-22 23:53:15.547808+00:00,1,A6N-13N-62-S202^2021-10-01,2021-10-01,700000
25,26,3,2022-11-22 23:53:15.547816+00:00,1,A6N-13N-62-S203^2020-10-01,2021-10-01,620000
26,27,3,2022-11-22 23:53:15.547825+00:00,1,A6N-13N-62-S203^2022-04-01,2022-04-01,700000
27,28,3,2022-11-22 23:53:15.547834+00:00,1,A6N-13N-62-S204^2021-09-01,2021-09-01,650000
28,29,3,2022-11-22 23:53:15.547995+00:00,1,A6N-13N-62-S204^2021-09-01,2022-09-01,720000
29,30,3,2022-11-22 23:53:15.548008+00:00,1,A6N-13N-62-S205^2020-08-01,2021-08-01,750000
30,31,3,2022-11-22 23:53:15.548018+00:00,1,A6N-13N-62-S205^2020-08-01,2022-08-01,830000
31,32,3,2022-11-22 23:53:15.548026+00:00,1,A6N-13N-62-S207^2004-03-01,2021-03-01,485000
32,33,3,2022-11-22 23:53:15.548035+00:00,1,A6N-13N-62-S207^2004-03-01,2022-03-01,497000
33,34,3,2022-11-22 23:53:15.548044+00:00,1,A6N-13N-62-S208^2021-10-01,2021-10-01,390000
34,35,1,2022-11-22 23:53:15.548052+00:00,1,A6N-13N-62-S208^2021-10-01,2022-10-01,415000
35,36,3,2022-11-22 23:53:15.548090+00:00,1,A6N-13N-62-S209^2006-03-21,2021-03-21,465000
