,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,7,3,2022-07-14 00:28:38.024154+00:00,1,C18-1N-41^2021-02-01,2021-02-01,2900000
1,8,3,2022-07-14 00:28:38.024181+00:00,1,K1-17-43^2017-07-15,2017-07-15,1717000
2,9,3,2022-07-14 00:28:38.024192+00:00,1,K1-17-37^2012-02-01,2012-02-01,1520000
3,10,3,2022-07-14 00:28:38.024201+00:00,1,C18-1N-39^2022-03-01,2022-03-01,1000000
4,11,3,2022-07-14 00:28:38.024210+00:00,1,C18-1N-33^2021-10-01,2021-10-01,950000
5,12,3,2022-07-14 00:28:38.024218+00:00,1,K1-17-53^2017-06-01,2017-06-01,1785000
6,13,3,2022-07-14 00:28:38.024227+00:00,1,K1-17-57^2001-09-01,2001-09-01,2450000
7,14,3,2022-07-14 00:28:38.024237+00:00,1,K1-17-47^2021-10-01,2021-10-01,1800000
8,15,3,2022-07-14 00:28:38.024246+00:00,1,C31-1B-74^2012-12-07,2012-12-07,3766000
9,16,3,2022-07-14 00:28:38.024255+00:00,1,C31-1B-64^2018-12-01,2018-12-01,3800000
10,17,3,2022-07-14 00:28:38.024264+00:00,1,C31-1B-24^2016-02-15,2016-02-15,3620000
11,18,3,2022-07-14 00:28:38.024273+00:00,1,C31-1B-54^2016-02-15,2016-02-15,3620000
12,19,3,2022-07-14 00:28:38.024281+00:00,1,C31-1B-44^2013-12-03,2013-12-03,3850000
13,20,3,2022-07-14 00:28:38.024290+00:00,1,C31-1B-4^2009-01-01,2009-01-01,8427658
14,21,3,2022-07-14 00:28:38.024298+00:00,1,K2C-30-15-B2^2019-07-01,2019-07-01,5500000
15,22,3,2022-07-14 00:28:38.024306+00:00,1,C31-1B-34^2004-08-01,2004-08-01,5450000
16,23,3,2022-07-14 00:28:38.024314+00:00,1,C31-1B-24^2018-05-01,2018-05-01,4274000
17,24,3,2022-07-14 00:28:38.024323+00:00,1,K1B-30-52^1970-01-01,1970-01-01,2337000
18,25,3,2022-07-14 00:28:38.024331+00:00,1,K1B-30-52^2018-05-01,2018-05-01,2337000
19,26,3,2022-07-14 00:28:38.024339+00:00,1,K2C-30-29^2019-11-01,2019-11-01,5950000
20,27,3,2022-07-14 00:28:38.024348+00:00,1,K2C-30-27^2020-10-01,2020-10-01,4100000
21,28,3,2022-07-14 00:28:38.024356+00:00,1,C30-1B-31^2019-11-01,2019-11-01,4220000
22,29,3,2022-07-14 00:28:38.024365+00:00,1,C30-1B-27^2014-09-01,2014-09-01,4275000
23,30,3,2022-07-14 00:28:38.024373+00:00,1,C30-1B-15-B3^2017-10-01,2017-10-01,670000
24,31,3,2022-07-14 00:28:38.024381+00:00,1,C30-1B-15-B2^2013-04-15,2013-04-15,910000
25,32,3,2022-07-14 00:28:38.024389+00:00,1,C30-1B-15-B1^2020-11-01,2020-11-01,650000
26,33,3,2022-07-14 00:28:38.024397+00:00,1,K2C-30-51^2021-12-01,2021-12-01,2500000
27,34,3,2022-07-14 00:28:38.024405+00:00,1,C30-1B-15-B5^2019-04-01,2019-04-01,650000
28,35,3,2022-07-14 00:28:38.024413+00:00,1,K1B-30-16^2006-05-10,2006-05-10,4390000
29,36,3,2022-07-14 00:28:38.024422+00:00,1,K1B-30-34^2013-09-01,2013-09-01,6600000
30,37,3,2022-07-14 00:28:38.024430+00:00,1,K1-35-29-B11^2020-08-01,2020-08-01,4700000
