,id,state_change_user_id,state_change_date,state,lease_id,realty_id,primary
0,1,1,2022-10-25 18:41:57.110254+00:00,1,A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1,True
1,2,1,2022-10-25 18:41:57.110287+00:00,1,A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101,True
2,3,1,2022-10-25 18:41:57.110305+00:00,1,A6N-13N-62-S102^2021-10-01,A6N-13N-62-S102,True
3,4,1,2022-10-25 18:41:57.110320+00:00,1,A6N-13N-62-S103^2020-06-01,A6N-13N-62-S103,True
4,5,1,2022-10-25 18:41:57.110335+00:00,1,A6N-13N-62-S103^2022-05-01,A6N-13N-62-S103,True
5,6,1,2022-10-25 18:41:57.110349+00:00,1,A6N-13N-62-S104^2021-08-01,A6N-13N-62-S104,True
6,7,1,2022-10-25 18:41:57.110362+00:00,1,A6N-13N-62-S105^2021-09-01,A6N-13N-62-S105,True
7,8,1,2022-10-25 18:41:57.110376+00:00,1,A6N-13N-62-S108^2016-12-01,A6N-13N-62-S108,True
8,9,1,2022-10-25 18:41:57.110390+00:00,1,A6N-13N-62-S109^2021-07-01,A6N-13N-62-S109,True
9,10,1,2022-10-25 18:41:57.110403+00:00,1,A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110,True
10,11,1,2022-10-25 18:41:57.110417+00:00,1,A6N-13N-62-S111^2021-04-01,A6N-13N-62-S111,True
11,12,1,2022-10-25 18:41:57.110431+00:00,1,A6N-13N-62-S111^2022-07-01,A6N-13N-62-S111,True
12,13,1,2022-10-25 18:41:57.110444+00:00,1,A6N-13N-62-S112^2015-04-01,A6N-13N-62-S112,True
13,14,1,2022-10-25 18:41:57.110458+00:00,1,A6N-13N-62-S114^2021-09-01,A6N-13N-62-S114,True
14,15,1,2022-10-25 18:41:57.110471+00:00,1,A6N-13N-62-S201^2021-10-01,A6N-13N-62-S201,True
15,16,1,2022-10-25 18:41:57.110485+00:00,1,A6N-13N-62-S202^2021-10-01,A6N-13N-62-S202,True
16,17,1,2022-10-25 18:41:57.110498+00:00,1,A6N-13N-62-S203^2020-10-01,A6N-13N-62-S203,True
17,18,1,2022-10-25 18:41:57.110512+00:00,1,A6N-13N-62-S203^2022-04-01,A6N-13N-62-S203,True
18,19,1,2022-10-25 18:41:57.110525+00:00,1,A6N-13N-62-S204^2021-09-01,A6N-13N-62-S204,True
19,20,1,2022-10-25 18:41:57.110554+00:00,1,A6N-13N-62-S205^2020-08-01,A6N-13N-62-S205,True
20,21,1,2022-10-25 18:41:57.110575+00:00,1,A6N-13N-62-S207^2004-03-01,A6N-13N-62-S207,True
21,22,1,2022-10-25 18:41:57.110590+00:00,1,A6N-13N-62-S208^2021-10-01,A6N-13N-62-S208,True
22,23,1,2022-10-25 18:41:57.110605+00:00,1,A6N-13N-62-S209^2006-03-21,A6N-13N-62-S209,True
23,24,1,2022-10-25 18:41:57.110619+00:00,1,A6N-13N-62-S210^2017-03-20,A6N-13N-62-S210,True
24,25,1,2022-10-25 18:41:57.110632+00:00,1,A6N-13N-62-S211^2017-03-08,A6N-13N-62-S211,True
25,26,1,2022-10-25 18:41:57.110646+00:00,1,A6N-13N-62-S212^2011-09-01,A6N-13N-62-S212,True
26,27,1,2022-10-25 18:41:57.110660+00:00,1,A6N-13N-62-S214^2018-10-01,A6N-13N-62-S214,True
27,28,1,2022-10-25 18:41:57.110673+00:00,1,A6N-13N-62-S217^2018-12-01,A6N-13N-62-S217,True
28,29,1,2022-10-25 18:41:57.110686+00:00,1,A6N-13N-62-S219^2004-02-09,A6N-13N-62-S219,True
29,30,1,2022-10-25 18:41:57.110700+00:00,1,A6N-13N-62-S221^2018-06-15,A6N-13N-62-S221,True
30,31,1,2022-10-25 18:41:57.110713+00:00,1,A6N-13N-62-S222^2022-06-01,A6N-13N-62-S222,True
31,32,1,2022-10-25 18:41:57.110727+00:00,1,A6N-13N-62-S301^2021-08-01,A6N-13N-62-S301,True
32,33,1,2022-10-25 18:41:57.110740+00:00,1,A6N-13N-62-S302^2021-08-01,A6N-13N-62-S302,True
33,34,1,2022-10-25 18:41:57.110754+00:00,1,A6N-13N-62-S303^2022-03-01,A6N-13N-62-S303,True
34,35,1,2022-10-25 18:41:57.110767+00:00,1,A6N-13N-62-S304^2022-04-01,A6N-13N-62-S304,True
35,36,1,2022-10-25 18:41:57.110781+00:00,1,A6N-13N-62-S305^2021-02-01,A6N-13N-62-S305,True
36,37,1,2022-10-25 18:41:57.110794+00:00,1,A6N-13N-62-S306^2018-06-01,A6N-13N-62-S306,True
37,38,1,2022-10-25 18:41:57.110808+00:00,1,A6N-13N-62-S308^2022-03-01,A6N-13N-62-S308,True
38,39,1,2022-10-25 18:41:57.110821+00:00,1,A6N-13N-62-S308^2022-07-01,A6N-13N-62-S308,True
39,40,1,2022-10-25 18:41:57.110835+00:00,1,A6N-13N-62-S309^2022-03-01,A6N-13N-62-S309,True
40,41,1,2022-10-25 18:41:57.110849+00:00,1,A6N-13N-62-S310^2021-12-01,A6N-13N-62-S310,True
41,42,1,2022-10-25 18:41:57.110862+00:00,1,A6N-13N-62-S310^2022-07-01,A6N-13N-62-S310,True
42,43,1,2022-10-25 18:41:57.110876+00:00,1,A6N-13N-62-S311^2021-11-01,A6N-13N-62-S311,True
43,44,1,2022-10-25 18:41:57.110889+00:00,1,A6N-13N-62-S312^2017-06-01,A6N-13N-62-S312,True
44,45,1,2022-10-25 18:41:57.110903+00:00,1,A6N-13N-62-S314^2019-06-01,A6N-13N-62-S314,True
45,46,1,2022-10-25 18:41:57.110916+00:00,1,A6N-13N-62-S315^2019-08-01,A6N-13N-62-S315,True
46,47,1,2022-10-25 18:41:57.110930+00:00,1,A6N-13N-62-S317^2022-06-01,A6N-13N-62-S317,True
47,48,1,2022-10-25 18:41:57.110943+00:00,1,A6N-13N-62-S318^2021-08-01,A6N-13N-62-S318,True
48,49,1,2022-10-25 18:41:57.110956+00:00,1,A6N-13N-62-S319^2021-08-01,A6N-13N-62-S319,True
49,50,1,2022-10-25 18:41:57.110970+00:00,1,A6N-13N-62-S321^1996-08-13,A6N-13N-62-S321,True
50,51,1,2022-10-25 18:41:57.110983+00:00,1,A6N-13N-62-S322^2021-01-01,A6N-13N-62-S322,True
51,52,1,2022-10-25 18:41:57.110997+00:00,1,A6N-13N-66^2019-04-01,A6N-13N-66,True
52,53,1,2022-10-25 18:41:57.111011+00:00,1,A6N-13N-68^1999-02-01,A6N-13N-68,True
53,54,1,2022-10-25 18:41:57.111026+00:00,1,A6N-13N-62-S301^2022-10-01,A6N-13N-62-S301,True
54,55,1,2022-10-25 18:41:57.111040+00:00,1,A6N-13N-62-S202^2022-10-01,A6N-13N-62-S202,True
55,56,1,2022-10-25 18:41:57.111054+00:00,1,K1-17-57^2001-09-01,K1-17-57,True
56,57,1,2022-10-25 18:41:57.111068+00:00,1,K1-17-53^2017-06-01,K1-17-53,True
57,58,1,2022-10-25 18:41:57.111082+00:00,1,C18-1N-39^2022-03-01,C18-1N-39,True
58,59,1,2022-10-25 18:41:57.111095+00:00,1,C18-1N-39^2022-03-01,C18-1N-43,False
59,60,1,2022-10-25 18:41:57.111109+00:00,1,K1-17-43^2017-07-15,K1-17-43,True
60,61,1,2022-10-25 18:41:57.111123+00:00,1,K1-17-47^2021-10-01,K1-17-47,True
61,62,1,2022-10-25 18:41:57.111136+00:00,1,C18-1N-33^2021-10-01,C18-1N-33,True
62,63,1,2022-10-25 18:41:57.111149+00:00,1,C18-1N-41^2021-02-01,C18-1N-41,True
