,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-11-22 19:51:22.696201+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-11-22 19:51:22.696238+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-11-22 19:51:22.696257+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-11-22 19:51:22.696273+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,5,1,2022-11-22 19:51:22.696289+00:00,1,A6N-13N-62-S102^2021-10-01,2022-10-01,993000
5,6,3,2022-11-22 19:51:22.696304+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
6,7,3,2022-11-22 19:51:22.696320+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,840000
7,8,3,2022-11-22 19:51:22.696336+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
8,9,3,2022-11-22 19:51:22.696352+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
9,10,3,2022-11-22 19:51:22.696368+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
10,11,3,2022-11-22 19:51:22.696384+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,890000
11,12,3,2022-11-22 19:51:22.696399+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
12,13,3,2022-11-22 19:51:22.696414+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
13,14,3,2022-11-22 19:51:22.696430+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
14,15,3,2022-11-22 19:51:22.696445+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
15,16,3,2022-11-22 19:51:22.696460+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
16,17,3,2022-11-22 19:51:22.696475+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
17,18,3,2022-11-22 19:51:22.696490+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
18,19,3,2022-11-22 19:51:22.696505+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
19,20,3,2022-11-22 19:51:22.696520+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
20,21,3,2022-11-22 19:51:22.696535+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
21,22,3,2022-11-22 19:51:22.696550+00:00,1,A6N-13N-62-S114^2021-09-01,2021-09-01,530000
22,23,3,2022-11-22 19:51:22.696566+00:00,1,A6N-13N-62-S114^2021-09-01,2022-09-01,590000
23,24,3,2022-11-22 19:51:22.696581+00:00,1,A6N-13N-62-S201^2021-10-01,2021-10-01,830000
24,25,3,2022-11-22 19:51:22.696596+00:00,1,A6N-13N-62-S202^2021-10-01,2021-10-01,700000
25,26,3,2022-11-22 19:51:22.696611+00:00,1,A6N-13N-62-S203^2020-10-01,2021-10-01,620000
26,27,3,2022-11-22 19:51:22.696626+00:00,1,A6N-13N-62-S203^2022-04-01,2022-04-01,700000
27,28,3,2022-11-22 19:51:22.696641+00:00,1,A6N-13N-62-S204^2021-09-01,2021-09-01,650000
28,29,3,2022-11-22 19:51:22.696656+00:00,1,A6N-13N-62-S204^2021-09-01,2022-09-01,720000
29,30,3,2022-11-22 19:51:22.696671+00:00,1,A6N-13N-62-S205^2020-08-01,2021-08-01,750000
30,31,3,2022-11-22 19:51:22.696686+00:00,1,A6N-13N-62-S205^2020-08-01,2022-08-01,830000
31,32,3,2022-11-22 19:51:22.696701+00:00,1,A6N-13N-62-S207^2004-03-01,2021-03-01,485000
32,33,3,2022-11-22 19:51:22.696734+00:00,1,A6N-13N-62-S207^2004-03-01,2022-03-01,497000
33,34,3,2022-11-22 19:51:22.696755+00:00,1,A6N-13N-62-S208^2021-10-01,2021-10-01,390000
34,35,1,2022-11-22 19:51:22.696772+00:00,1,A6N-13N-62-S208^2021-10-01,2022-10-01,415000
35,36,3,2022-11-22 19:51:22.696788+00:00,1,A6N-13N-62-S209^2006-03-21,2021-03-21,465000
36,37,3,2022-11-22 19:51:22.696803+00:00,1,A6N-13N-62-S209^2006-03-21,2022-03-21,476000
37,38,3,2022-11-22 19:51:22.696819+00:00,1,A6N-13N-62-S210^2017-03-20,2021-03-20,478000
38,39,3,2022-11-22 19:51:22.696834+00:00,1,A6N-13N-62-S211^2017-03-08,2021-03-08,467000
39,40,3,2022-11-22 19:51:22.696849+00:00,1,A6N-13N-62-S211^2017-03-08,2022-03-08,478000
40,41,3,2022-11-22 19:51:22.696864+00:00,1,A6N-13N-62-S212^2011-09-01,2021-09-01,467000
41,42,3,2022-11-22 19:51:22.696880+00:00,1,A6N-13N-62-S212^2011-09-01,2022-09-01,650000
42,43,3,2022-11-22 19:51:22.696895+00:00,1,A6N-13N-62-S214^2018-10-01,2021-10-01,467000
43,44,1,2022-11-22 19:51:22.696910+00:00,1,A6N-13N-62-S214^2018-10-01,2022-10-01,493000
44,45,3,2022-11-22 19:51:22.696925+00:00,1,A6N-13N-62-S217^2018-12-01,2020-12-01,472000
45,46,3,2022-11-22 19:51:22.696940+00:00,1,A6N-13N-62-S217^2018-12-01,2021-12-01,496000
46,47,3,2022-11-22 19:51:22.696955+00:00,1,A6N-13N-62-S219^2004-02-09,2021-02-09,468000
47,48,3,2022-11-22 19:51:22.696970+00:00,1,A6N-13N-62-S219^2004-02-09,2022-02-09,480000
48,49,3,2022-11-22 19:51:22.696985+00:00,1,A6N-13N-62-S221^2018-06-15,2021-06-15,342000
49,50,3,2022-11-22 19:51:22.697000+00:00,1,A6N-13N-62-S221^2018-06-15,2022-06-15,370000
50,51,3,2022-11-22 19:51:22.697015+00:00,1,A6N-13N-62-S222^2022-06-01,2022-06-01,570000
51,52,3,2022-11-22 19:51:22.697029+00:00,1,A6N-13N-62-S301^2021-08-01,2021-08-01,830000
52,53,3,2022-11-22 19:51:22.697044+00:00,1,A6N-13N-62-S302^2021-08-01,2021-08-01,700000
53,54,3,2022-11-22 19:51:22.697060+00:00,1,A6N-13N-62-S302^2021-08-01,2022-08-01,780000
54,55,3,2022-11-22 19:51:22.697076+00:00,1,A6N-13N-62-S303^2022-03-01,2022-03-01,700000
55,56,3,2022-11-22 19:51:22.697091+00:00,1,A6N-13N-62-S304^2022-04-01,2022-04-01,700000
56,57,3,2022-11-22 19:51:22.697106+00:00,1,A6N-13N-62-S305^2021-02-01,2021-02-01,750000
57,58,3,2022-11-22 19:51:22.697121+00:00,1,A6N-13N-62-S305^2021-02-01,2022-02-01,785000
58,59,3,2022-11-22 19:51:22.697136+00:00,1,A6N-13N-62-S306^2018-06-01,2021-06-01,458000
59,60,3,2022-11-22 19:51:22.697150+00:00,1,A6N-13N-62-S306^2018-06-01,2022-06-01,458000
60,61,3,2022-11-22 19:51:22.697165+00:00,1,A6N-13N-62-S308^2022-03-01,2022-03-01,390000
61,62,3,2022-11-22 19:51:22.697180+00:00,1,A6N-13N-62-S308^2022-07-01,2022-07-01,390000
62,63,3,2022-11-22 19:51:22.697195+00:00,1,A6N-13N-62-S309^2022-03-01,2022-03-01,390000
63,64,3,2022-11-22 19:51:22.697210+00:00,1,A6N-13N-62-S310^2021-12-01,2021-12-01,390000
64,65,3,2022-11-22 19:51:22.697225+00:00,1,A6N-13N-62-S310^2022-07-01,2022-07-01,390000
65,66,3,2022-11-22 19:51:22.697240+00:00,1,A6N-13N-62-S311^2021-11-01,2021-11-01,390000
66,67,3,2022-11-22 19:51:22.697255+00:00,1,A6N-13N-62-S312^2017-06-01,2021-06-01,490000
67,68,3,2022-11-22 19:51:22.697270+00:00,1,A6N-13N-62-S312^2017-06-01,2022-06-01,530000
68,69,3,2022-11-22 19:51:22.697284+00:00,1,A6N-13N-62-S314^2019-06-01,2021-06-01,455000
69,70,3,2022-11-22 19:51:22.697299+00:00,1,A6N-13N-62-S314^2019-06-01,2022-06-01,500000
70,71,3,2022-11-22 19:51:22.697314+00:00,1,A6N-13N-62-S315^2019-08-01,2021-08-01,310000
71,72,3,2022-11-22 19:51:22.697329+00:00,1,A6N-13N-62-S317^2022-06-01,2022-06-01,390000
72,73,3,2022-11-22 19:51:22.697345+00:00,1,A6N-13N-62-S318^2021-08-01,2021-08-01,290000
73,74,3,2022-11-22 19:51:22.697360+00:00,1,A6N-13N-62-S318^2021-08-01,2022-08-01,323000
74,75,3,2022-11-22 19:51:22.697375+00:00,1,A6N-13N-62-S319^2021-08-01,2021-08-01,470000
75,76,3,2022-11-22 19:51:22.697390+00:00,1,A6N-13N-62-S319^2021-08-01,2022-08-01,524000
76,77,3,2022-11-22 19:51:22.697405+00:00,1,A6N-13N-62-S321^1996-08-13,2021-08-13,347000
77,78,3,2022-11-22 19:51:22.697420+00:00,1,A6N-13N-62-S321^1996-08-13,2022-08-13,372000
