,id,state_change_user_id,state_change_date,state,accountable_id,date,value
0,1,3,2022-08-24 22:21:17.635056+00:00,1,A6N-13N-62-O1^2015-01-01,2022-01-01,1065000
1,2,3,2022-08-24 22:21:17.635091+00:00,1,A6N-13N-62-S101^2021-04-01,2021-04-01,1100000
2,3,3,2022-08-24 22:21:17.635104+00:00,1,A6N-13N-62-S101^2021-04-01,2022-04-01,1190000
3,4,3,2022-08-24 22:21:17.635114+00:00,1,A6N-13N-62-S102^2021-10-01,2021-10-01,940000
4,6,3,2022-08-24 22:21:17.635123+00:00,1,A6N-13N-62-S103^2020-06-01,2021-06-01,790000
5,7,3,2022-08-24 22:21:17.635131+00:00,1,A6N-13N-62-S103^2022-05-01,2022-05-01,840000
6,8,3,2022-08-24 22:21:17.635140+00:00,1,A6N-13N-62-S104^2021-08-01,2021-08-01,840000
7,9,3,2022-08-24 22:21:17.635148+00:00,1,A6N-13N-62-S104^2021-08-01,2022-08-01,890000
8,10,3,2022-08-24 22:21:17.635157+00:00,1,A6N-13N-62-S105^2021-09-01,2021-09-01,850000
9,11,3,2022-08-24 22:21:17.635165+00:00,1,A6N-13N-62-S105^2021-09-01,2022-09-01,890000
10,12,3,2022-08-24 22:21:17.635174+00:00,1,A6N-13N-62-S108^2016-12-01,2021-12-01,638000
11,13,3,2022-08-24 22:21:17.635182+00:00,1,A6N-13N-62-S109^2021-07-01,2021-07-01,450000
12,14,3,2022-08-24 22:21:17.635191+00:00,1,A6N-13N-62-S109^2021-07-01,2022-07-01,502000
13,15,3,2022-08-24 22:21:17.635199+00:00,1,A6N-13N-62-S110^2021-09-01,2021-09-01,530000
14,16,3,2022-08-24 22:21:17.635208+00:00,1,A6N-13N-62-S110^2021-09-01,2022-09-01,590000
15,17,3,2022-08-24 22:21:17.635217+00:00,1,A6N-13N-62-S111^2021-04-01,2021-04-01,700000
16,18,3,2022-08-24 22:21:17.635225+00:00,1,A6N-13N-62-S111^2022-07-01,2022-07-01,650000
17,19,3,2022-08-24 22:21:17.635233+00:00,1,A6N-13N-62-S111^2022-07-01,2023-01-01,700000
18,20,3,2022-08-24 22:21:17.635242+00:00,1,A6N-13N-62-S112^2015-04-01,2021-04-01,560000
19,21,3,2022-08-24 22:21:17.635251+00:00,1,A6N-13N-62-S112^2015-04-01,2022-04-01,605000
