,state_change_user_id,state_change_date,state,code,accountable_id,transaction_type_id,date,value,value_relation_id
0,1,2022-10-26 17:04:45.824283+00:00,1,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-01-01,530000,15
1,1,2022-10-26 17:04:45.824325+00:00,1,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-02-01,530000,15
2,1,2022-10-26 17:04:45.824348+00:00,1,Canon Mensual Arriendo Inmueble^2022-03-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-03-01,530000,15
3,1,2022-10-26 17:04:45.824368+00:00,1,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-04-01,530000,15
4,1,2022-10-26 17:04:45.824387+00:00,1,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-05-01,530000,15
5,1,2022-10-26 17:04:45.824406+00:00,1,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-06-01,530000,15
6,1,2022-10-26 17:04:45.824424+00:00,1,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-07-01,530000,15
7,1,2022-10-26 17:04:45.824442+00:00,1,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-08-01,530000,15
8,1,2022-10-26 17:04:45.824463+00:00,1,Canon Mensual Arriendo Inmueble^2022-09-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-09-01,590000,16
9,1,2022-10-26 17:04:45.824483+00:00,1,Canon Mensual Arriendo Inmueble^2022-10-01_A6N-13N-62-S110^2021-09-01,A6N-13N-62-S110^2021-09-01,Canon Mensual Arriendo Inmueble,2022-10-01,590000,16
10,1,2022-10-26 17:04:45.824501+00:00,1,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-01-01,1065000,1
11,1,2022-10-26 17:04:45.824520+00:00,1,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-02-01,1065000,1
12,1,2022-10-26 17:04:45.824539+00:00,1,Canon Mensual Arriendo Inmueble^2022-03-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-03-01,1065000,1
13,1,2022-10-26 17:04:45.824558+00:00,1,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-04-01,1065000,1
14,1,2022-10-26 17:04:45.824576+00:00,1,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-05-01,1065000,1
15,1,2022-10-26 17:04:45.824594+00:00,1,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-06-01,1065000,1
16,1,2022-10-26 17:04:45.824612+00:00,1,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-07-01,1065000,1
17,1,2022-10-26 17:04:45.824630+00:00,1,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-08-01,1065000,1
18,1,2022-10-26 17:04:45.824648+00:00,1,Canon Mensual Arriendo Inmueble^2022-09-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-09-01,1065000,1
19,1,2022-10-26 17:04:45.824666+00:00,1,Canon Mensual Arriendo Inmueble^2022-10-01_A6N-13N-62-O1^2015-01-01,A6N-13N-62-O1^2015-01-01,Canon Mensual Arriendo Inmueble,2022-10-01,1065000,1
20,1,2022-10-26 17:04:45.824684+00:00,1,Canon Mensual Arriendo Inmueble^2022-01-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-01-01,1100000,2
21,1,2022-10-26 17:04:45.824702+00:00,1,Canon Mensual Arriendo Inmueble^2022-02-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-02-01,1100000,2
22,1,2022-10-26 17:04:45.824720+00:00,1,Canon Mensual Arriendo Inmueble^2022-03-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-03-01,1100000,2
23,1,2022-10-26 17:04:45.824737+00:00,1,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-04-01,1190000,3
24,1,2022-10-26 17:04:45.824774+00:00,1,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-05-01,1190000,3
25,1,2022-10-26 17:04:45.824799+00:00,1,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-06-01,1190000,3
26,1,2022-10-26 17:04:45.824818+00:00,1,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-07-01,1190000,3
27,1,2022-10-26 17:04:45.824837+00:00,1,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-08-01,1190000,3
28,1,2022-10-26 17:04:45.824855+00:00,1,Canon Mensual Arriendo Inmueble^2022-09-01_A6N-13N-62-S101^2021-04-01,A6N-13N-62-S101^2021-04-01,Canon Mensual Arriendo Inmueble,2022-09-01,1190000,3
